danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,1p1nO35bbi4ZlQgjIA4oa4,231533
0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,6nTiIhLmQ3FWhvrGafw2zj,176346
0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,5VGlqQANWDKJFl0MBG3sg2,230760
0.54,0.816,-5.956,0.0543,0.00828,0.00333,0.292,0.528,134.265,17Mzg40eYZh2qNDKH5pZWm,227493
0.523,0.788,-7.658,0.0582,0.0142,0.00283,0.104,0.225,149.895,1vQJo9Z9bvaeqdoFh4W097,253987
0.649,0.888,-2.789,0.039,0.00672,0.0,0.332,0.922,105.375,0Rz6BF1kIFaPOHO7nZUckL,174227
0.465,0.982,-3.918,0.16,8.34e-05,0.0,0.101,0.723,153.082,69MtO4xpp7LZWsRna8M4Ki,222560
0.522,0.893,-2.408,0.0501,0.0605,0.0,0.0653,0.854,156.009,49ccDOSipaIJ4PcmovJy4h,208040
0.461,0.904,-4.789,0.0784,0.011,0.0852,0.835,0.238,131.967,4pCfNA9bjI3pccG5s9fm7J,200400
0.543,0.914,-4.307,0.0319,0.0227,0.000153,0.156,0.79,130.307,3Vf88PGkMxy2lWszTd3wk2,198853
0.692,0.828,-6.061,0.0466,0.0131,6.51e-05,0.43,0.433,114.981,1SsDbcjGHregkNfEjogXpm,284187
0.35,0.908,-5.278,0.172,0.0116,0.0,0.199,0.197,103.589,6aW2iwJxBurjRMkbcKuSRi,296494
0.355,0.868,-3.144,0.0733,0.00659,0.545,0.323,0.309,142.844,7lMQmn9eXfnUwkrYcpHwvr,180133
0.481,0.688,-7.358,0.0399,0.000907,0.000152,0.206,0.614,133.871,1ToEKfuLxvObrzFx0xUw50,277840
0.528,0.983,-5.231,0.0391,0.0896,0.0,0.406,0.835,99.049,5yWVfYEeQRPuFtytvkOgU1,230867
0.389,0.923,-6.668,0.0475,0.0397,0.00105,0.114,0.49,154.127,7a90gal9tr3yS8bEXUvu8D,326160
0.425,0.651,-6.131,0.0287,0.105,0.0,0.138,0.366,159.363,1OZSVl0JJ1MBzibpuhmmXb,394173
0.173,0.872,-4.39,0.0533,0.00052,0.0353,0.324,0.39,149.361,1TF8mSG5YHyaS4o3NeBSAo,226427
