danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.84,0.815,-5.483,0.162,0.282,0.0419,0.583,0.909,135.023,2RTlxZxGOlSYZxb2SnmFuZ,279200
0.207,0.293,-17.386,0.0613,0.0186,0.631,0.774,0.195,75.301,1qcfedTeCgRe7ELMvCkYkV,131122
0.763,0.459,-8.011,0.0539,0.164,0.795,0.65,0.225,96.032,3bVtT5Lpum6O7LM0sCSiXP,192579
0.818,0.715,-6.287,0.0429,0.223,0.000253,0.265,0.946,133.359,5iMLW69RfhDTClx7N1nnfS,271746
0.156,0.0258,-18.942,0.044,0.981,0.112,0.262,0.0469,166.314,3G89P05PuaN8hJ7MaCgbSC,77720
0.747,0.643,-6.991,0.178,0.0756,0.00894,0.355,0.538,99.981,7dQFpbs34ufIEU745DVclf,147626
0.633,0.858,-7.42,0.0473,0.208,0.0112,0.0655,0.724,102.561,6Vz7vzOpCwKeSQlfViibuY,356520
0.605,0.464,-10.954,0.112,0.991,0.9,0.0818,0.941,83.725,0dnYw5ygLOOBO0RF9SVWsl,143080
0.198,0.0651,-21.076,0.0387,0.888,0.786,0.108,0.0587,69.88,5wMuoGtApuXOcooT3RZxb2,177307
0.0589,0.00743,-18.617,0.0556,0.862,0.926,0.121,0.0357,69.557,3jNSmIwnmHNj5LzoKi7gwB,1208806
0.452,0.475,-10.877,0.0888,0.918,0.169,0.11,0.088,132.013,3itB8GLm0yg8zGmuKosceu,276912
0.258,0.51,-10.753,0.0318,0.695,0.444,0.116,0.0725,128.4,1crlYnpgs3QwMDsHQyqI4U,133398
0.692,0.724,-5.487,0.106,0.0012,6.43e-05,0.244,0.293,126.023,42YK2C6gVonEJHpa7dGByb,220952
0.781,0.854,-4.118,0.0745,0.0263,0.000211,0.344,0.41,103.021,2RCZhvj9bhe4f14caGBsYu,160552
0.436,0.00164,-33.947,0.0954,0.943,0.864,0.0801,0.157,90.754,0Vxnof1DJlLfSRsa3kVBdz,192733
0.818,0.81,-6.603,0.134,0.153,0.000432,0.288,0.495,127.0,7cecQmUxf0aPFmkfpXTAEI,196627
0.849,0.875,-6.236,0.03,0.0947,0.0213,0.364,0.898,130.013,4IiKITgHYaHrF1zUlcTyVH,230933
0.739,0.677,-4.642,0.0502,0.0101,0.0454,0.0483,0.488,123.99,5UkGTxXOzeQgQmQknAYooV,255484
0.418,0.126,-18.577,0.034,0.784,0.832,0.0807,0.228,74.253,67BBamyXyAaWjHtJwEBPDa,227427
0.759,0.621,-5.233,0.0866,0.508,4.49e-05,0.265,0.612,120.053,14BPKhtTkVVTwSfWslRJW9,219493
0.754,0.939,-1.953,0.0387,0.124,0.00281,0.293,0.853,122.006,5rUBXQtJibSHwjCbEUcQmq,175082
0.475,0.667,-5.477,0.0358,0.1,0.000105,0.0513,0.0995,132.126,6aJVSu9oPmRIgw8xPT66wV,212640
0.153,0.0104,-37.655,0.0426,0.982,0.916,0.0894,0.275,130.524,2XqvLbQiIGzVHSDGeKynlc,130653
0.588,0.325,-14.823,0.0337,0.892,0.52,0.101,0.545,93.909,5yc2APVVniRhfzEEdhVh7x,197640
0.493,0.977,-4.718,0.0541,0.0355,0.145,0.0815,0.346,100.036,5gVJk9pRLZc2x9WDrTj39A,212640
0.284,0.457,-9.239,0.0382,0.0817,0.0,0.413,0.293,86.88,15E2P2ToSLNnZvcOEQra6a,153787
0.324,0.743,-3.358,0.0805,0.123,0.00165,0.0993,0.0864,74.618,5EcN4hZ85eZ45MTS1oRyHY,238019
