song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
Rain Dance,Demigroove,0.507,0.819,-5.245,0.0399,0.00537,0.906,0.0984,0.544,172.012,1IsK8qCW8wOZMiJFEgLmPk,249444
Summertime,Smote,0.595,0.908,-4.306,0.0539,0.0258,0.866,0.105,0.117,174.008,3lvqOT6Oms37CAgTY8iiec,399779
Summertime - Nelver Remix,Smote,0.559,0.966,-4.761,0.0528,0.0958,0.889,0.299,0.193,174.001,6tfoupbxIvHrLm53a7bTjI,363786
Eden,Rameses B,0.631,0.86,-3.813,0.0526,0.00534,0.515,0.193,0.34,174.005,3vcINvQQdyHVTCPSniYvdJ,244212
Helix,Rameses B,0.727,0.633,-5.61,0.156,0.18,0.853,0.121,0.335,173.977,3OfxoXOKFJWyBQ7T8bfhc5,298131
Ivy,Rameses B,0.615,0.803,-5.077,0.0385,0.0109,0.893,0.104,0.427,174.005,1PJlWJGj0RBZw7lNRE8JkL,272580
Falling - Rameses B Remix,Zoe Moon,0.526,0.865,-3.942,0.0398,0.0213,0.369,0.106,0.169,169.98,7xvOBAhrUlWalBJVQr2eZE,267024
In The Shadows,Dualistic,0.508,0.943,-3.886,0.0595,0.00275,0.82,0.106,0.0398,173.978,31BUHQkcd7OO5V9ncWXgow,259372
Escape with the Clouds,Boxplot,0.272,0.919,-3.251,0.0423,0.000793,0.0284,0.4,0.0444,177.969,274sPDF4b4mCFK7hhvxBDJ,400768
Emerald Waters - Zazu Remix,Chinensis,0.305,0.602,-8.096,0.0387,0.178,0.138,0.0924,0.0542,170.053,07NuQwlM6mQqpYQspsfcaA,282083
Astral Walker,Station Earth,0.258,0.762,-4.143,0.0386,0.00122,0.845,0.116,0.114,174.011,0K0Yq0qxbKR5WSYDxvDGgP,337290
I'm Alive (Helsinki II),L.A.O.S,0.4,0.869,-4.037,0.0595,0.00248,9.22e-06,0.224,0.388,115.871,5JJ62lLYi7aoOwCT1bvklJ,252428
Complete,Monrroe,0.495,0.79,-4.79,0.0469,0.0133,0.0659,0.114,0.14,173.884,78er6qUCqwWJaBq8Qxkpgy,231069
Surreal,Blossom,0.538,0.868,-1.641,0.117,0.027,0.0009,0.325,0.153,174.132,3tsIswFyh9mWlj10tSbaDb,194979
Survival,Elipsa,0.637,0.866,-4.151,0.0375,0.0043,0.0193,0.104,0.139,86.999,52JMjyFeAF0Jtuowyafv3V,204500
I need a break.,The Caracal Project,0.703,0.834,-2.536,0.0521,0.0349,0.0894,0.321,0.326,86.02,2bsugkJJSKAI1et7Xf2F54,152791
Weed & Wine,Friction,0.593,0.923,-2.717,0.0501,0.128,9.59e-05,0.157,0.229,174.038,1eAdTClFtvmuGheritC6VF,183952
Broken Home - Calibre Remix,Dogger,0.623,0.768,-5.306,0.0487,0.00404,0.621,0.0759,0.285,170.027,7ash9oOz21Rc4olhjfOQSi,332777
Confused,skantia,0.726,0.901,-4.184,0.083,0.000974,0.641,0.0647,0.433,86.989,6UKzWAVBnbUwaBmNfo76zu,274483
Zenith (feat. flowanastasia),Mefjus,0.442,0.844,-0.073,0.0619,0.00218,2.57e-05,0.0723,0.151,85.615,6vmaB9cSgxgtAnbBJsnbMw,252558
Estranged,Rockwell,0.392,0.991,-3.14,0.155,0.000512,0.634,0.105,0.111,129.488,0ZQL3kTZRa43buOSIZi51p,304500
Lonesome,Capturelight,0.409,0.928,-4.919,0.0384,0.000455,0.91,0.38,0.077,171.99,0OJcG9685LMzYtjtSx3sTr,267907
Silverlined,K Motionz,0.511,0.956,-1.439,0.0866,0.115,0.829,0.27,0.307,173.921,2Cg6f0J6nIK46GvOZSkQ8n,222069
With U,Particle,0.323,0.684,-7.265,0.109,0.00577,0.528,0.102,0.103,173.953,6QAizhzVotkDyPdZyKHs8L,251125
Thinking Of You,Winslow,0.689,0.837,-4.204,0.273,0.00156,0.00114,0.245,0.525,87.034,6rOry86lGsCgpHqv3sIL1Y,298031
"When It Rains, It Pours (feat. Coco, Mr Traumatik & Songer) - Shapes Remix",Bad Boy Chiller Crew,0.645,0.949,-3.997,0.174,0.119,0.0,0.344,0.495,87.01,5XDS88WPZRekqrBBfawjI5,254947
Get Down,Kanine,0.489,0.995,-0.731,0.148,0.000311,0.861,0.347,0.455,174.06,4kfZ0bEIvcTVGtA4nMGxq3,209325
Show Me,Enei,0.57,0.899,-2.445,0.0684,0.000514,0.642,0.12,0.119,172.011,50aeRAhu2UUVxyZNb1kOIz,279070
Judgement,Dawn Wall,0.257,0.755,-4.819,0.0378,0.000567,0.876,0.119,0.0344,86.497,6gaVMkrI1MbiqW7dKEWk1Y,247517
FRIED,Phace,0.578,0.808,-2.037,0.0769,0.00145,0.134,0.127,0.051,172.091,1Jqk3o2tMtIgSWigPl7vbv,206512
Before You,BCee,0.481,0.829,-3.439,0.0447,0.00864,1.18e-05,0.222,0.0503,174.011,4SY259DM3lcZjPSdcfeqTM,179310
State Lines,Hybrid Minds,0.553,0.746,-3.637,0.0369,0.0458,0.00162,0.128,0.0731,86.949,0hI1a7BgvSGVoQkBcPbUjv,215172
Radio,Bastion,0.488,0.97,-2.664,0.0893,0.00268,0.00114,0.291,0.0739,173.949,3U4ddpKUDdNi46VI7M6sTa,215172
RUNAWAY - Mazare Remix,REAPER,0.34,0.956,-2.651,0.329,0.00238,0.00312,0.0989,0.106,178.069,6tTfDuaasyXXAaqwC1BK57,223820
Everything - Kleu Remix,Urbanstep,0.445,0.933,-3.123,0.0389,7.92e-05,0.000378,0.0597,0.0794,174.136,1fy5ByH7vUDbweA6FkGY7G,209655
Mourning Tears,Leniz,0.645,0.99,-3.194,0.055,0.00466,0.807,0.141,0.192,173.976,5w2zC650kUWo7pjTFDGBVC,312743
Dogs on the Moon - Remix,Bad Company UK,0.397,0.972,-1.761,0.0524,9.55e-06,0.861,0.663,0.231,173.986,0O91kXI1RRYaGNamdRQ1hX,211034
Slapbox Funk,Winslow,0.555,0.921,-4.637,0.0521,9.35e-05,0.883,0.176,0.257,173.976,4lD0DZybLIOq2MZPZSzDKo,298031
Back to Basics,Alix Perez,0.784,0.716,-3.644,0.327,0.0747,0.00019,0.424,0.186,174.957,1cn6V37h4alIkOSSmRGAwq,271526
Sahara Dub,My Nu Leng,0.509,0.973,-4.084,0.0574,0.00067,0.836,0.345,0.474,174.001,3XCIRgSfo2yy6StX89X1LC,225544
Psychedelics,IYRE,0.515,0.869,-7.876,0.0517,0.0035,0.808,0.176,0.038,173.985,6NDmfRiaaexEHpLil8JpcG,315000
More Love,Recipe,0.581,0.925,-2.63,0.0857,0.00456,5.39e-05,0.6,0.635,173.973,3NiKJXtRz6vpbmW5k1mNm9,211034
Offender - Dimension & Grafix Remix,Dimension,0.471,0.98,-1.305,0.0812,0.00167,0.49,0.255,0.403,173.99,5aD7MhpbCHvshc49bx6kYA,182069
Tell Me,Holy Goof,0.46,0.954,-0.924,0.0612,0.00677,0.000408,0.152,0.154,174.88,0GYx2bTObKXVCAEebCaK2w,241371
Industrial Strain,Koven,0.398,0.91,-3.692,0.0911,0.000132,0.168,0.525,0.101,173.933,3H1Er6tmf4akNcWW0iIRaj,226897
Man With A Bomb,InsideInfo,0.483,0.949,-1.15,0.104,0.000379,0.889,0.403,0.0365,172.077,5lnlUawt3ucGRmzh1SrNFx,273488
Slow Motion,Bensley,0.387,0.829,-3.375,0.0545,0.000516,0.0378,0.109,0.0847,87.487,2z0FdOJ757ehCVORtbmMBk,212571
Higher,DJ Fresh,0.494,0.941,-3.951,0.0442,0.0113,0.127,0.113,0.142,174.056,7gfFqigmPAHrHt6c84b5cm,172840
Hit The Lights,Bensley,0.626,0.55,-4.161,0.0633,0.141,0.483,0.178,0.192,171.978,3ZfeL48yScH42MlC2QVW3t,226047
Rock To The Rhythm,Vibe Chemistry,0.821,0.574,-6.144,0.0729,0.116,0.00075,0.0703,0.467,87.005,6PtFBEDXaTnpU4hfcH6Tfz,223662
Stuff,Dossa & Locuzzed,0.608,0.953,0.122,0.134,0.000711,0.892,0.315,0.553,174.929,7usVZXRhPBDc6aKDY03E7W,242743
Light the Fuse,Ruth Royall,0.532,0.883,-3.729,0.0449,0.00047,0.278,0.144,0.746,173.979,0zqENFjL9UYhFaOSPVlOea,176552
WICKED - S9 Remix,Urbanstep,0.484,0.912,-0.743,0.0478,2.94e-05,0.823,0.638,0.129,173.963,33NWJRre0s78hQFEb7cLJH,253965
No Man,Enei,0.711,0.936,-2.262,0.154,0.00994,0.903,0.688,0.686,172.061,38m03Qe21pXt6QgtVSc1Wg,295814
Confide,Technimatic,0.285,0.867,-3.65,0.0465,0.0101,0.000269,0.0887,0.0378,173.818,5KnhppqnOUy4ZyVwN8Ocqw,268378
Losing You,Flava D,0.583,0.848,-3.891,0.0341,0.00244,0.887,0.634,0.21,87.006,38finb7UPmv0QzVmSr9DyL,275707
Heaven,Delta Heavy,0.404,0.939,-1.101,0.0379,0.000744,0.0253,0.0648,0.104,174.998,1YF2iUHdWnbO3MWI7z5aQf,235886
Summer,DRS,0.697,0.818,-4.346,0.0839,0.145,0.00394,0.105,0.144,86.986,4VB6pCdmPzFkkRiZ8ZBGxu,201121
Can We Talk? - imo-Lu Remix,Degs,0.452,0.682,-5.109,0.0567,0.0017,0.719,0.0565,0.199,84.952,6p0BBIAE0rEhjxYG4s99Gg,260062
Night & Day,Georgie Riot,0.585,0.958,-1.354,0.0519,0.0114,0.0292,0.0834,0.293,173.964,5ot87nGhldqGyltfMilGXm,230000
Remember,Friction,0.456,0.836,-4.499,0.0352,0.0174,0.00165,0.0845,0.0364,174.019,3XejA5R4AptKcmGPXnwAhD,215172
Eternity,1991,0.463,0.99,-1.555,0.0565,0.00739,0.303,0.214,0.527,173.994,1PPVo8S89l8EgE8M9pieb9,259840
Everything & More - Askel & Elere Remix,Winslow,0.671,0.86,-3.191,0.0502,0.00102,0.172,0.102,0.289,87.019,4qENJg0rliM6uZ3OVeqHaU,275457
Christian Dubstep,YAANO,0.375,0.979,-0.639,0.132,0.0234,0.532,0.146,0.0533,172.135,3olgMJ8BIk6sQPg1nH2Frf,223605
Neverafter,Justin Hawkes,0.348,0.909,-3.854,0.0913,0.00268,0.186,0.0909,0.0918,171.968,37wP8QJq6Er7ysF4VqqaYn,262326
Break Away,Mefjus,0.283,0.936,-1.548,0.0724,0.00021,0.887,0.114,0.0329,83.875,2IbAx6XGe6mldSosFyvaH8,237867
Blocklist,Junk Mail,0.637,0.99,0.364,0.384,7.37e-05,0.875,0.184,0.12,174.007,0Axadm8LykCLkL0vC7ENYx,271724
Placebo,Jack Mirror,0.562,0.844,-2.86,0.0595,0.00189,0.125,0.212,0.442,174.133,32czT94neKmjBmIjtYIOn8,226207
This Time,Jack Boston,0.488,0.918,-3.669,0.061,0.000311,0.48,0.652,0.305,173.985,4Tm4TFaHDHlrCZ3uqgchKY,339522
Nothing Left To Lose,1991,0.275,0.973,-4.189,0.0672,3.09e-05,0.75,0.32,0.137,115.089,2UFTFZoIZg9WMspos6xiX9,254000
Music 4 Da Soul,Congo Natty,0.404,0.84,-5.13,0.399,0.0766,0.00263,0.169,0.414,171.016,7Bdd3pNphNm7zYSgGyyPnN,297548
Style & Pattern,Kings Of The Rollers,0.761,0.887,-0.846,0.116,0.0124,0.0,0.154,0.299,86.997,5t9FmbMhlE8HgqbozkpRYX,159843
Find You,REPAIR,0.408,0.89,-3.009,0.0606,0.000416,0.191,0.263,0.208,174.989,07jtb95ISIhV6CKan4mZe8,307200
We Don't Lie,The Upbeats,0.661,0.913,-1.29,0.061,0.000362,0.308,0.0434,0.313,175.109,2dodOQN1L3h2RUJwSEC3kE,224914
Fears,Dawn Wall,0.525,0.636,-4.92,0.0348,0.000154,0.3,0.105,0.0612,173.051,4zdvDErLIDSeC9CTHje11f,228902
Program - Sleepnet Remix,Phace,0.612,0.835,-2.354,0.246,0.0361,0.0995,0.101,0.18,172.088,1C6mpvwx0nRrLsKSnqldzU,293023
The Rain - Remix,Verbz,0.653,0.558,-9.974,0.235,0.151,0.0,0.112,0.267,87.54,11uwlXbuPfULatrZHVcpOj,230400
Waterfalls,pyxis,0.664,0.612,-4.857,0.0428,0.00879,0.372,0.17,0.189,87.994,55nf3oNN5bexmQsKw1i7CO,292022
Taste Of Gold,Slay,0.653,0.959,-2.507,0.0985,0.00708,0.604,0.077,0.513,169.981,5j7elK2LJHEPpHVgmKi8oF,212355
Slow Down,Dogger,0.612,0.918,-2.89,0.055,0.00211,0.512,0.162,0.386,174.084,6e6ETvEGTnU0evTJUMjEcH,256340
Tell You What I Did,Pola & Bryson,0.621,0.899,-2.417,0.0501,0.0566,0.49,0.106,0.418,173.965,4cdTUcdzvpbVz9BJazc1ou,209655
Forgive,Apparition,0.426,0.974,-2.983,0.083,0.000464,0.83,0.974,0.0362,173.994,3BgzK0OQDLYQkG75p4Xrjj,270345
Enemy Brain,Fox Stevenson,0.429,0.933,-2.15,0.0813,0.000594,0.0,0.221,0.447,172.05,225lMWq2wtUmUeETswWKu8,251512
Oxygen,Axel Boy,0.385,0.965,-1.428,0.101,0.000557,0.148,0.0948,0.129,173.922,3e1MrRh1QWRDj28xE8mvUC,248276
I'm Okay,Buunshin,0.432,0.745,-4.366,0.0404,0.00345,0.325,0.519,0.109,109.887,3NaezpE47Q6LhsJ2x5KHpW,247674
Make It,Murdock,0.371,0.911,-1.428,0.0819,0.0112,0.00381,0.12,0.226,171.753,0V5YAFMgVe5fi5flC8n5cZ,198140
Do Better,Georgie Riot,0.552,0.938,-2.866,0.104,0.375,0.000103,0.237,0.619,174.0,1Z373DaEr6yUjM4FJcRIlA,276000
Have It All,Pirapus,0.426,0.973,-3.189,0.0547,1.56e-05,0.238,0.126,0.345,174.063,3yWNkJ0E63ZSf8yGQIPd7u,206897
Butterfly Effect - Nu:Tone Remix,GLXY,0.631,0.883,-3.342,0.206,0.00207,0.0503,0.0718,0.453,171.995,3AwsAciI3UzHCflAAwY6eW,229496
Black Bloc,Justin Hawkes,0.418,0.8,-2.75,0.0548,0.00315,0.902,0.158,0.0342,172.076,2IaZxPjJDyqIdviX8FyQ4u,251163
Hooked - Grafix Remix,NOTION,0.426,0.989,-3.124,0.0669,0.0102,0.335,0.323,0.328,174.051,3pRyzfeZ0wmgv7UcYMraAJ,201313
Think About Me,Azifm,0.655,0.877,-7.533,0.117,0.00437,0.155,0.191,0.244,173.954,1vqpzfLgdGzZUlqSjkz6Sr,280000
Breathe,K Motionz,0.503,0.86,-4.081,0.0888,0.00722,0.0388,0.0826,0.239,174.054,4bL5DVDPl2Tlck95SWEb5J,264138
Big City Life,Luude,0.615,0.902,-4.316,0.0859,0.0176,3.91e-05,0.103,0.298,87.03,1LIvdWNdKmHvU0FJvw2diN,146712
Make It Tonight - High Contrast VIP Remix,High Contrast,0.631,0.916,-2.652,0.0681,0.000828,0.108,0.24,0.54,173.014,065PmpFqNNyu6NkNnNR9YB,316320
Better Now,Hybrid Minds,0.456,0.921,-2.983,0.0517,0.0404,0.0013,0.129,0.0739,86.949,6sHEMuTKHJYwSJ8OK2pfpB,231836
Hydra,Delta Heavy,0.444,0.961,-1.247,0.0427,0.000525,0.722,0.0769,0.234,174.021,0WRJOtOojgRSe0KSBoiOH6,270345
Regret,Apparition,0.747,0.675,-4.591,0.1,0.000105,0.843,0.309,0.411,174.016,5bhTCorztZtn9WhJn7H1Eb,259310
Off The Ground,Sub Focus,0.582,0.791,-3.643,0.0427,0.0296,0.105,0.118,0.0422,174.01,5UvLQncwvEGiRLn0xEZw45,242750
On The Weekend,Solomon France,0.41,0.954,-2.561,0.0728,6.7e-05,0.0655,0.343,0.208,172.089,622x8eLKsI6pUFy4vkaSDT,193953
Farewell,Buunshin,0.17,0.452,-6.264,0.0379,0.0957,0.403,0.114,0.0668,170.203,1MODinRjJPHlmCRtOkJBrt,238605
Wounded,Apparition,0.545,0.806,-5.083,0.0483,0.000398,0.896,0.249,0.255,174.012,7LAMtuZJRJfgPmRHNHVoQe,270345
FromU,Mitekiss,0.639,0.391,-5.986,0.17,0.261,0.542,0.0714,0.433,173.976,1Hoa3510ednIRJachIsKAG,252604
Wordless,Noisia,0.457,0.637,-5.006,0.0405,0.00626,0.878,0.0971,0.035,171.995,6HCg63AzDk0l8ZSK8AmV2I,346720
Love It Like That,Night Shift,0.632,0.838,-3.433,0.0411,0.00125,1.84e-05,0.0806,0.144,174.922,4ZSS0whsaZ6FWR8J2J16ni,271543
A Distant Memory,IYRE,0.571,0.866,-5.423,0.0428,0.00093,0.905,0.129,0.103,173.971,25971FrZ5okfz2dmsuPAMj,295686
Save Me,Grafix,0.463,0.94,-2.257,0.0401,0.0371,0.133,0.615,0.593,174.008,7lOg63K4yxqsM7avKymzSI,270445
All 4 U,DJ Marky,0.582,0.753,-3.984,0.0322,0.00779,0.000153,0.103,0.145,87.497,2mPeYGo1y7vwkz6vU5dVbI,168457
Thinkin About,ShockOne,0.555,0.681,-5.383,0.0708,0.00829,0.0,0.0848,0.337,171.827,679TnTjA1ad756mFFq91ZK,159246
Tiptop,Audio,0.726,0.939,-1.837,0.339,0.0173,0.00747,0.447,0.321,107.657,0cYm9SLVrJgkNed4WInnqc,189767
It's Time,Sub Focus,0.621,0.904,-2.176,0.0692,0.00334,0.626,0.127,0.277,174.018,7LUCTj2jr9oCpUEkz57sNN,199799
Right Now,Kumarion,0.387,0.869,-1.95,0.129,0.0189,0.32,0.222,0.167,174.093,52IcDtVT9Jngeh43s6ILew,225557
Death Dreams,Workforce,0.46,0.65,-4.711,0.0525,0.00407,0.767,0.367,0.0536,172.435,1UrZU6FwywmFpmlwFKY8SC,351628
Miss You - Solomon France Remix,Fox Stevenson,0.413,0.916,-1.218,0.109,0.00468,2.53e-05,0.0715,0.0974,174.702,6OXQfpCGaJ4OqS7g014KmB,202971
Dance - Something Something Remix,Georgie Riot,0.219,0.974,-1.398,0.262,6.15e-05,0.873,0.214,0.377,174.014,5FY9sHTU7sZj2xLVcbIPKc,215219
Hatchet,Spor,0.586,0.856,-4.201,0.0746,0.00537,0.19,0.228,0.298,174.052,3BkaV7yqBNsY3qZUxEUkYJ,312635
Shift,Noisia,0.519,0.935,-4.067,0.281,0.00391,0.481,0.0948,0.142,171.988,4n0bY7nhHGiT1wQMC0KRPb,260307
Don't Let Me Go,Pirapus,0.344,0.968,-1.566,0.041,3.39e-06,0.213,0.257,0.133,174.926,2h0tLMiwLsJ7e7xiWWzwKR,205714
Vibe,Foreign Concept,0.745,0.771,-3.793,0.0427,0.133,0.00066,0.101,0.302,87.003,4abwLVBFGp6Wjicse6SlNf,266711
Lights,K Motionz,0.599,0.982,-0.823,0.167,0.0203,0.0143,0.905,0.315,173.996,0W5H6M0roHFQ5ZjQxqcGix,220690
Caps Lock,Noisia,0.391,0.866,-3.25,0.148,0.000236,0.726,0.115,0.0836,86.001,3eS5mbt6ZPEVZV33puR0GO,280668
Step It Up,K Motionz,0.502,0.969,-1.142,0.297,0.00782,0.00917,0.33,0.502,174.025,608TATD49stSCcojEMTwmX,270312
Ascend,Delta Heavy,0.353,0.982,-1.634,0.0472,0.000726,0.959,0.324,0.0745,174.059,5sKChMRefVf7qO0ZMtTb3e,275948
Sorry I'm Not Sorry,P Money,0.566,0.9,-2.802,0.0554,0.0127,5.22e-06,0.138,0.693,175.008,4WxHWaW8cMpaJ3X8KlExkx,214043
Take It Away,Koven,0.34,0.928,-3.172,0.0623,0.000138,0.0143,0.11,0.0673,173.943,4yJmqZJmrXOiY3i8eWoxxq,226896
The Best Is Yet To Come,Makoto,0.48,0.913,-4.298,0.0601,0.0127,0.42,0.0912,0.235,173.962,10VDXH0UvfS84NOmPJAcg2,285507
Sakura,Nelver,0.549,0.931,-3.485,0.0655,0.0248,0.738,0.0897,0.241,174.019,639e5mD7pgNquNcx8eoHhX,338000
Green Light,goddard.,0.477,0.655,-6.0,0.101,0.411,0.0203,0.108,0.0355,174.007,2NCq4BaeSVszbGBc6NGWQJ,213686
Do It To It - Sub Focus Remix,ACRAZE,0.599,0.977,-0.552,0.0687,0.00704,0.827,0.582,0.108,173.959,4z78eVQBoMHg1e4XGp4rMj,194483
Under Bright Lights,TWERL,0.399,0.912,-3.89,0.051,0.000631,0.00612,0.268,0.142,173.992,6Ylxgg0ky2KYrVNZbDRfba,228250
"Sound Killa, Pt. 2 (feat. Shy FX)",Mr. Williamz,0.622,0.846,-3.515,0.113,0.000753,3.12e-05,0.266,0.557,173.902,1uWmfb5OF1mEfNsZKypRpd,168965
Gold Dust - Fox Stevenson Remix,DJ Fresh,0.543,0.981,0.836,0.049,0.0031,0.00125,0.151,0.428,173.998,3WNzOFBAbi5Cc72223avI7,233103
Twist Em,Mefjus,0.57,0.953,1.234,0.184,0.000375,0.167,0.625,0.292,171.954,5RBUNtzNiA5yNudrRGmsTF,186977
Roll The Dice,Bensley,0.424,0.957,-1.093,0.0424,0.00771,0.0406,0.479,0.27,173.996,1ZK3FPG6rdmDqjsGvVZAtA,248276
A Taste of Hope - Emperor Remix,Emperor,0.575,0.922,-3.777,0.0633,0.000245,0.702,0.0935,0.0995,171.965,1ccwHZJ9NxexmQCT0wL53U,313975
Can't Forget Your Face,Ephyra,0.643,0.72,-7.707,0.0656,0.000176,0.862,0.114,0.295,173.995,2dw5cC6oPEHfrNo5AZMwnr,270345
No One Else,Wilkinson,0.359,0.938,-3.756,0.0622,0.0107,0.297,0.194,0.126,173.979,1OKe1lD61wpml7jSbhdull,253103
Stuck In Time,Bastion,0.456,0.963,-3.324,0.0411,0.0002,0.335,0.0519,0.315,173.97,4hXtUF6kO1Kdu2cU9yecNa,237241
Seeing You,Ephyra,0.676,0.911,-7.142,0.0967,0.0669,0.886,0.173,0.0639,174.058,3WAXyLA3K3CXqYg2xbRCWc,270345
Dancing in the Dark,DJ Fresh,0.383,0.782,-5.453,0.0513,0.0454,0.488,0.127,0.297,110.545,3DZExPtWIJE8LPMCLpHGxK,167442
Heartbeat,Delta Heavy,0.413,0.983,-1.694,0.0421,0.00012,0.000177,0.0675,0.139,173.962,2ZZapUq6lSvYSWX4tuKiiD,205517
Draco,BCee,0.491,0.866,-3.553,0.0357,0.00781,0.403,0.123,0.231,172.073,5dlEb6A6LxmO9qVtBzjr0v,297309
Like U,Disrupta,0.56,0.726,-3.051,0.517,0.106,3.93e-06,0.0683,0.446,174.061,7EztYZbEAS2Zoa4w233ALe,267586
U,Camo & Krooked,0.43,0.913,-2.679,0.0527,0.0142,0.926,0.176,0.0385,109.743,1k3Ev7nnZCSLWQwCSWkeQA,309943
Elixir,Athena,0.637,0.98,-4.39,0.0486,0.00044,0.886,0.181,0.32,175.006,2agRnbWSMXZoJU4hs8tbAN,272146
Used To This,Wilkinson,0.686,0.756,-3.888,0.0374,0.0314,0.0234,0.154,0.345,87.004,6IlL9Xlnm0Oq6wXSe6TH9v,226207
Brazil,A.M.C,0.715,0.989,0.176,0.0699,0.0155,0.608,0.147,0.401,173.99,3jrToiaGyx4o553AfgoofP,226207
Reflections,Mat Zo,0.589,0.926,-2.295,0.144,0.00165,0.00138,0.261,0.743,171.967,7si4ZB2cShPmL7Du5qhGsQ,267907
Remembering Home,Noah B,0.493,0.837,-8.933,0.046,0.205,0.642,0.102,0.0495,169.96,4RPqLN6Mrx5m73h0mWeVEF,271059
Hello,The Caracal Project,0.53,0.99,0.735,0.325,0.0135,0.203,0.248,0.534,171.847,5tVBCHbBFLAR550UMhgVWM,186977
High Note,K Motionz,0.537,0.977,-3.181,0.223,0.034,1.02e-05,0.521,0.317,173.993,28f5cHOahtA3JhbIBt9q9Y,225862
Raindrops On My Skin,IYRE,0.615,0.719,-7.47,0.0536,0.0176,0.947,0.0748,0.0526,86.983,376DS4jAG8e0XO7VTjqfN5,290548
Sientelo,Mefjus,0.528,0.934,0.42,0.168,0.00308,0.00614,0.084,0.41,174.91,1gPJ3F2p8rwhlzr1AF58W7,290743
Say What You Want,Koven,0.385,0.933,-1.314,0.0728,0.00131,0.00514,0.394,0.239,174.024,7C0AmMGDeLY4JaDNZcBC4b,240345
Shapes,Bastion,0.453,0.932,-3.212,0.11,0.00144,0.000147,0.1,0.499,174.063,4PGiHolWSgCIT0BmpO2VA2,215172
Tell You,K Motionz,0.503,0.937,-5.047,0.0415,0.0711,0.877,0.186,0.494,174.022,66qR8EKpoF4snl684Zm7gN,252011
Obsidian,Polaris,0.471,0.862,-3.675,0.0367,0.00096,0.882,0.101,0.0617,173.996,091l254UvKCy6FnLovRIRk,336752
FEEL,Delta Heavy,0.45,0.914,-0.513,0.0376,0.0121,0.000402,0.121,0.424,174.087,1jJiM8kiIRSZ95xhLmoQZr,220711
Follow Me,ShockOne,0.494,0.982,-3.352,0.103,0.000694,0.00345,0.714,0.797,175.012,54Tm26Pv3efwgeuzlN5A1m,230984
Full Send,1991,0.516,0.955,-0.846,0.0296,0.0336,0.0876,0.114,0.489,173.947,45qaAaQolmwfPj3mU7sOk8,229138
Solar System,Sub Focus,0.544,0.942,-2.552,0.0464,0.0355,0.435,0.631,0.303,173.97,5cRDn5aGMLvWsldoRmOOz0,288000
Down Under - feat. Colin Hay,Luude,0.308,0.853,-4.115,0.174,0.012,0.000825,0.277,0.0387,171.964,2rCeodRGSEE9N1iHCBVbG2,158774
Love To Give (with Culture Shock & Billy Lockett),Dimension,0.454,0.977,-0.945,0.069,0.0819,0.00463,0.141,0.311,173.797,0Rww3ql3uRmzTvLOVBFlpn,202774
No Halo,Cartoon,0.604,0.843,-3.932,0.1,0.036,6.22e-06,0.183,0.688,173.982,1I23ZdNcezc4N7QUc30rXx,144992
go - goddard. Remix,Cat Burns,0.728,0.689,-6.601,0.13,0.222,6.14e-05,0.107,0.0473,89.973,6RZo8T7GY9EoWZXC5i2587,192514
Return Of Forever - Camo & Krooked & Mefjus Remix,High Contrast,0.516,0.845,-3.554,0.0885,0.00209,0.0772,0.453,0.249,171.972,5EmRq15Ay5NKkxAlLmj9Q9,270698
Here For You,Wilkinson,0.358,0.78,-3.4,0.0447,0.175,0.00062,0.265,0.0402,173.917,1QgebV92VO4Z7VxbQ1tSKo,226207
Cheap Shot,Document One,0.753,0.865,-1.897,0.206,0.000339,0.0146,0.0445,0.128,86.529,1QekTGK1X9cLQdq5isVVuH,224740
Everything But You (feat. A7S) - Luude Remix,Clean Bandit,0.533,0.785,-4.836,0.314,0.0814,1.04e-05,0.157,0.439,172.064,2dLU5EMUxumBWWdzDCL7Lc,189793
Feels,1991,0.465,0.9,-4.042,0.0348,0.000196,0.000304,0.197,0.0978,173.896,1VqlpAwvOW192Th24eXenX,175517
Come Together,Urbandawn,0.671,0.868,1.221,0.0874,0.00279,0.273,0.148,0.463,173.037,4pd8nt4rexiPsqLzo3daFv,238960
Siren,Sub Focus,0.486,0.986,0.92,0.062,0.118,0.684,0.219,0.241,173.983,2ON6cCZbi7momz4JLx2jTN,256000
Nova,Noisia,0.667,0.735,-4.025,0.349,0.372,0.208,0.108,0.1,86.059,7BjNSJWEMqRlsMH2oRlaPy,276431
To The Top - JJL Remix,Jay Eskar,0.465,0.714,-4.832,0.105,0.0507,0.0104,0.128,0.195,172.334,57yxSNXHLMb3gREIFyEDqV,182093
Ghost Train - Muzz Remix,Knife Party,0.46,0.994,-1.289,0.0978,0.000796,0.589,0.355,0.335,174.923,1qniqndmNiwkUJpffgE6PA,237310
Stan Smith,Alcemist,0.698,0.869,-0.884,0.334,0.0747,0.000468,0.126,0.245,174.868,0nCgsAki7e7I243CUblGxU,235000
Gold Dust - Bou & Used Remix,DJ Fresh,0.445,0.821,-2.499,0.215,0.0614,8.79e-06,0.409,0.331,177.04,2cYDpurWguY8hgYgGqCfZ8,222373
