danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.5,0.844,-5.263,0.064,0.000791,9.54e-05,0.274,0.141,92.044,3jTWNaSfBQvv3HPTqQjkkM,228261
0.443,0.298,-12.181,0.0644,0.388,1e-05,0.103,0.172,77.253,1zejeOnykpCoyVSit6Bwp3,209560
0.293,0.326,-8.542,0.0308,0.953,2.68e-06,0.0958,0.207,93.724,7gUuGkxbxxbDdixMQl50EW,187069
0.603,0.324,-15.891,0.423,0.256,0.0,0.169,0.557,129.827,4RgmfIWPyM3ue2JwQHD3Mk,257698
0.58,0.933,-3.57,0.0578,0.00929,0.0754,0.0908,0.47,172.998,2ccIGrJHrhdO2uBiQFu1bQ,321950
0.651,0.711,-5.461,0.164,0.176,0.0,0.024,0.719,81.907,1ndlOUUT3Eq1SDCSdKJASw,240366
0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4DMKwE2E2iYDKY01C335Uw,323000
0.584,0.381,-10.36,0.0291,0.661,0.0,0.109,0.365,125.979,1SW1stgIugJQI2YXmBOql1,298571
0.428,0.939,-4.917,0.089,2.24e-05,2.89e-05,0.13,0.454,94.972,0ZpULfs2KzE2R1wcOptjkr,221433
0.694,0.874,-6.856,0.0425,0.00418,0.859,0.0376,0.128,123.989,1E66GmDYqz4CSEVDtFjcd3,250154
0.781,0.565,-12.152,0.29,0.00194,5.22e-05,0.119,0.296,158.008,1h21yxmNeGkH8djgskwhQo,121750
0.554,0.8,-3.936,0.0395,0.119,0.0,0.629,0.463,115.056,3mkz6eI4Sram8UhO3teU76,160120
0.681,0.582,-7.76,0.0313,0.22,0.0,0.119,0.221,124.038,3JjnGLK8IxkNLvo8Lb3KOM,248360
0.656,0.436,-10.382,0.0542,0.424,0.000114,0.111,0.111,97.881,1bQ5gQOyzWbPl6TXFuvi8z,167463
0.568,0.283,-9.605,0.0333,0.93,2.04e-05,0.0906,0.173,130.052,2EowclmjcHVK6W8xlngurh,164827
0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,4nVBt6MZDDP6tRVdQTgxJg,245493
0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,4X5xWMINgGA6l0GoyYkMcr,268320
0.583,0.766,-6.826,0.0319,0.0683,0.000797,0.142,0.335,120.988,1UCo50phzDgQYFKXmPsMKi,140083
0.736,0.827,-7.017,0.301,0.277,0.0978,0.315,0.883,120.012,1VZpMoKPBnjMIJ1Oe2lv9B,128026
0.232,0.705,-6.928,0.0997,0.032,6.6e-05,0.185,0.352,74.28,46CA1H0T1r7u5lDUtVveAh,401573
0.629,0.69,-4.894,0.0357,0.0424,0.0,0.363,0.307,102.036,5c1gWcamTmYP1t3UwN6caS,244360
