song_name,song_artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Phoenix,Hybrid Minds,6ieTQJCmIPPs0yPUzMR2dY,0.595,0.867,-3.252,0.0343,0.00286,0.319,0.0984,0.148,87.488,299845
Chasing Sunrise,Metrik,3atwnQdr7LBToMWlbCjIg8,0.459,0.866,-5.456,0.0512,0.000768,0.167,0.0974,0.125,174.045,252458
Tension,Fred V & Grafix,3UN9sc3Y1LSwqhI61v21PZ,0.37,0.903,-5.664,0.0296,0.000234,0.0204,0.143,0.111,174.022,286997
Inside,Hybrid Minds,6BkW2GQOQ85ZS2Sc2OGMWL,0.396,0.769,-3.432,0.0365,0.00501,0.796,0.135,0.134,175.001,307258
Patience,Hybrid Minds,2tENFE3ujnaLOP5UM9fIpP,0.558,0.82,-4.684,0.0485,0.00771,0.324,0.0846,0.0497,174.998,355200
Touch,Hybrid Minds,2jtlU6H5C9WFB0x72f6YGo,0.582,0.821,-4.304,0.0497,0.0354,0.121,0.083,0.0373,86.013,313562
Ultraviolet,Fred V & Grafix,2nUHEv8eeswF0LylAs7ehe,0.499,0.842,-6.338,0.042,0.0038,0.00441,0.103,0.259,173.932,248537
Back to the Street,BCee,5Ekdfu0XeYUnd1vex3jwsd,0.599,0.892,-5.773,0.051,0.0153,0.0517,0.0762,0.209,173.96,295172
Light in the Dark - Etherwood Remix,SpectraSoul,6aEYxotV866IwZIBDFUYFh,0.578,0.807,-5.645,0.0466,0.00129,0.837,0.0521,0.5,170.066,259506
Parallel,Technimatic,4tdmGX1ExiCTSV1xhPimAQ,0.559,0.787,-5.5,0.0398,0.0127,0.0199,0.0962,0.129,173.972,292414
The Wolves - Lenzman Remix,Amy Steele,6k85Jbv42NqWO2u4lflvdu,0.625,0.717,-6.961,0.075,0.00746,0.899,0.897,0.366,171.981,346047
Tides,Nu:Tone,7A99JonAe94FLm6DqNIpS8,0.612,0.832,-5.269,0.0424,0.00559,0.027,0.169,0.533,84.999,343347
Thunder (feat. Emeli Sandé),Netsky,0AQAdESuhbfV2ldTpO2MYF,0.435,0.847,-3.875,0.0579,0.0202,2.59e-05,0.0891,0.598,172.064,209040
The Night,Halogenix,29nR1InngtsVT71ggR6Lzr,0.475,0.835,-5.879,0.0624,0.0139,0.451,0.0741,0.0389,171.951,294654
Lullaby - Logistics Remix,Andreya Triana,2QJVLwQdk2aGdLEs0xp89R,0.452,0.798,-6.007,0.0354,0.00195,0.00736,0.205,0.0394,173.903,279347
Faded,Wilkinson,2yW5BrN8RFtTG6lrzM1sOA,0.44,0.957,-2.84,0.068,0.000762,0.00566,0.0854,0.105,173.939,287227
Holding On,Dawn Wall,3FxgatVZLNTP70wLvX59jz,0.543,0.754,-4.843,0.0406,0.00295,0.853,0.102,0.0375,174.003,273642
Secret Place,Hybrid Minds,0hCs5qwhfgpH40ktDg1NKD,0.442,0.93,-3.135,0.0552,0.0189,0.0136,0.397,0.137,173.896,314680
We Got It - S.P.Y Remix,Metrik,1Iuo5rSPfXDVKxCyl2ePbW,0.453,0.883,-4.954,0.0403,0.000608,0.181,0.371,0.0786,173.963,297452
Kismet,Hybrid Minds,6iM96NyBg2rmoL1caQXCOh,0.565,0.83,-4.537,0.0406,0.0122,0.708,0.22,0.104,86.022,353686
Teddy's Gate,Whiney,5tKD7VkJxsEWBx5sKCsZTo,0.529,0.865,-3.441,0.0518,6.21e-05,0.201,0.214,0.0853,174.959,309943
Mind Less,GLXY,2oGLUgHKOnuRhAiucmSd2Z,0.536,0.877,-3.869,0.0657,0.132,0.0264,0.162,0.22,174.115,189263
Open Page,Lenzman,0iqT5BeQEHBds5RSsJDMJL,0.587,0.749,-4.752,0.0424,0.00028,0.853,0.0639,0.252,171.052,344440
Golddust - Original Mix,DJ Fresh,7e0JYBx8mE2DgPqSIioIZ2,0.512,0.931,-1.162,0.154,0.26,0.0,0.399,0.237,176.965,191560
Colour The Past,Krakota,1Ew5Le4ktNyrAHCBUNkmBu,0.288,0.89,-5.241,0.0455,4.33e-05,0.366,0.135,0.0439,170.024,304845
Like The Sun,Fred V & Grafix,6bsmYFwAy2Y8e5fkzOLPLR,0.534,0.821,-5.009,0.0385,0.0116,0.0116,0.206,0.296,173.995,227587
Run,Wilkinson,55SLf5UJ2jxdAMWq8zvT19,0.469,0.828,-3.976,0.0531,0.0332,1.13e-05,0.12,0.151,173.896,211293
Balaclava In My System,Nu:Tone,6y24XZ3o44XhPETNs0Xfh9,0.519,0.959,-6.733,0.0742,0.00365,0.00413,0.312,0.486,86.999,375653
Expressions & Impressions,GLXY,3fMfek5YSthbN6SoiLq6du,0.572,0.902,-5.932,0.0538,0.00486,0.303,0.879,0.121,172.032,373953
Breathe,Ownglow,6QB0zmjpQoZUgf7kMK5Xob,0.581,0.666,-6.724,0.068,0.0153,0.0779,0.283,0.136,173.98,317548
Beautiful Lies,B-complex,0uryR2h5CovP64xlud4DGZ,0.398,0.903,-5.299,0.0449,0.0002,0.901,0.252,0.124,174.035,408376
The Journey,Feint,1AIYrVHnHDGB4eiC1S2PmA,0.48,0.626,-6.279,0.0538,0.00281,0.0222,0.172,0.227,172.041,346000
Snake Eyes,Feint,08ypS6EF8F13l8EUa5I2J4,0.501,0.815,-5.882,0.0747,0.000425,0.115,0.264,0.175,173.937,264835
Got Me Thinking,Maduk,3iKBtYoamggdtSbDL9FUCa,0.51,0.891,-4.96,0.0411,0.0138,0.000793,0.0966,0.41,174.994,212914
Stay - Maduk Remix,Delta Heavy,42QJ7iyl66MSJh5szVe4sF,0.433,0.952,-3.233,0.0528,0.00416,0.000995,0.0351,0.409,175.899,223821
Too much too soon - Blu Mar Ten Remix,Seba,5lVTu0NRflwha1SuKLXJaD,0.58,0.695,-6.278,0.0467,0.000682,0.792,0.131,0.326,175.066,288000
Lifeline,Loadstar,0MbCVz594pFBU5Ukgyq0JT,0.334,0.752,-4.188,0.0464,0.00515,0.00484,0.155,0.155,86.16,191243
We Got It,Metrik,4xqsR5oFxANtInFFTnxcVI,0.45,0.726,-5.443,0.0379,0.0358,1.01e-05,0.107,0.0483,173.839,243543
Mountains,Hybrid Minds,1riFMiYaPx2CoMQodIa33k,0.493,0.824,-4.629,0.0396,0.000351,0.475,0.17,0.0842,172.987,350983
Days Go Slow - Makoto Remix,DJ Marky,6Teq2ah2KhQ0xa92cpFfUf,0.416,0.965,-3.808,0.0624,0.000347,0.249,0.0997,0.108,175.012,361125
Call Me Back,Logistics,1KGy44UxeVPVR7fzTVVzX4,0.456,0.959,-4.973,0.0452,3.15e-05,0.817,0.771,0.909,174.726,315800
Just One Second - Apex Remix,London Elektricity,11IS9sbmnAqSdLQaEvZGbb,0.427,0.838,-7.443,0.0451,0.000464,0.00171,0.114,0.157,172.951,377840
Tenderless - Whiney Remix,London Elektricity,0wnJzAHeMiJjPnh8Rs6uBP,0.493,0.867,-4.587,0.0385,0.00125,0.00485,0.124,0.0771,175.01,290235
Artificial Skin,London Elektricity,1MsFNsKIwmKGCXGzouCetR,0.454,0.778,-5.051,0.0377,0.00159,0.133,0.111,0.101,173.035,345434
Phase Us,London Elektricity,7vDetLz47rJrN4yoTyn4kX,0.716,0.827,-4.182,0.0638,0.00206,0.00718,0.0825,0.134,172.009,313526
Tenderless,London Elektricity,5ay65FEcZrpiK0cfGHGrTs,0.584,0.848,-5.229,0.0935,0.000772,0.107,0.0974,0.404,172.993,292717
Kaleidoscope - Hybrid Minds Remix,Jareth,0ZVsWaYZz92s2MbHLFcEcx,0.535,0.946,-2.845,0.0379,0.117,0.669,0.156,0.0317,87.503,336000
We Can Have It All - Sigma Remix,Danny Byrd,49i84i0hXi62ORzn5TWSFn,0.44,0.861,-4.715,0.0636,0.000646,0.299,0.272,0.0733,174.995,337133
Kaleidoscope,Delta Heavy,66145nIrccD0mtG8LdLkNO,0.451,0.899,-2.501,0.0571,0.000551,0.000237,0.264,0.257,174.02,268966
Kill the Silence,The Prototypes,5WQls4WBGdfjblZfGeuCnP,0.541,0.948,-1.92,0.0798,0.0292,0.000387,0.285,0.374,173.98,244828
Daydreaming,Keeno,5P0iciFegXd5dq3zSECm0P,0.49,0.804,-5.124,0.0394,0.00186,0.114,0.106,0.0764,175.009,360786
Is This The Way?,Keeno,73z9XgxOcnaaV60bqG3MSS,0.552,0.911,-4.547,0.0456,0.00682,0.577,0.266,0.192,173.963,338404
Together In The Night,Chris.SU,6vKRl6OBwUDNh1X7n07tXa,0.448,0.95,-3.023,0.0387,0.000506,0.685,0.18,0.178,174.038,320000
Find Your Way,Pola & Bryson,0HbW183P72KHki0wJsv99I,0.304,0.928,-4.447,0.0536,0.000218,0.243,0.0519,0.0608,87.0,328033
Oh Woman Oh Man - DC Breaks Remix,London Grammar,74rFZ7NoUbvUVLFqFrDN92,0.457,0.928,-1.629,0.0453,0.13,0.0181,0.184,0.15,173.99,251066
Paint By Numbers,Hybrid Minds,22UxosQyi4EZOedWqMGt9t,0.566,0.85,-5.298,0.0412,0.0202,0.00166,0.14,0.0821,87.015,311984
Fade - Etherwood VIP,Jakwob,4oX4JDJlHWu44BvX6VAv6n,0.576,0.736,-5.694,0.0974,0.00211,0.816,0.0981,0.192,180.022,351997
Northpoint,BCee,0HUC384l6KCw1uRTJw6nVJ,0.569,0.717,-4.95,0.0353,0.00273,0.292,0.1,0.385,171.954,351833
Phoenix - The Vanguard Project Remix,Hybrid Minds,7DJiuzzL7pbr3QxjsbiHwy,0.535,0.873,-4.458,0.0443,0.000279,0.629,0.132,0.107,175.009,332771
Mountains - Jakwob Remix,Hybrid Minds,3Ks7gaJ1VlEvADfC4x4tak,0.677,0.892,-5.436,0.0452,0.0102,0.0666,0.0497,0.16,125.047,251520
Touch - Tokyo Prose Remix,Hybrid Minds,0YadJexZUo2SblfJE2ppZ0,0.559,0.649,-5.153,0.0484,0.00173,0.563,0.62,0.255,172.036,323726
Waiting On,Tokyo Prose,1GEbJrTYY4XnTdJxmGENhK,0.612,0.741,-5.282,0.0568,0.000891,0.652,0.184,0.0576,172.012,318953
More Than Words,BCee,3P3aHRcHwAHBcXycoDUqds,0.677,0.851,-3.596,0.0752,0.00531,0.4,0.335,0.132,173.995,317341
Your Body,BCee,67SefnPeP2WuG18Y2mIjsM,0.554,0.849,-4.916,0.0381,0.000597,0.325,0.114,0.213,173.994,338392
Parallel - LSB Remix,Technimatic,7I62FqLYE105ulbd7fSO8b,0.566,0.765,-4.116,0.0319,0.0108,0.00656,0.332,0.142,86.993,406396
Cut Your Teeth - Etherwood Remix,Kyla La Grange,6X8a427mSLhZnhjIPQ6RGv,0.681,0.732,-6.555,0.0804,0.183,0.484,0.0557,0.2,173.026,299000
Mess Around - Etherwood Remix,Indiana,1poyDHeaV8WAf29cR1Zk3L,0.584,0.645,-7.004,0.0506,0.00553,0.208,0.232,0.119,175.001,293747
Secret Smile,Technimatic,4qjvm3eFsTe8nY5Vm2CxE7,0.603,0.776,-6.163,0.101,0.00212,0.643,0.0726,0.176,174.01,340749
One Way,Technimatic,6VOyQk2Pp9ZqiX9BHvRNRo,0.528,0.728,-5.725,0.0657,0.00501,0.535,0.115,0.352,87.532,312166
Second Look,Technimatic,2DAIAQs2MTBQKA9ZGV7baY,0.421,0.94,-2.618,0.0583,0.000175,0.895,0.0607,0.313,117.567,317241
Surfacing,BCee,7quYGrFCNeTsaN0v1igi5u,0.447,0.826,-4.85,0.0364,0.00602,0.348,0.212,0.0397,173.952,314583
Tapestry,Hybrid Minds,7oVAVtlK9frnRZ0e1CWnFn,0.411,0.704,-4.328,0.0349,0.00791,0.817,0.116,0.0391,175.071,341419
Listen,Hybrid Minds,2OjaOO7GO0szNxNRj9omfo,0.514,0.792,-3.722,0.0573,0.000986,0.514,0.582,0.0475,171.973,319146
Silence,Dexcell,1PkBC2F7gwizui5HjbzTGH,0.217,0.943,-5.514,0.047,0.00162,0.601,0.0875,0.0399,111.164,236173
Running,Dexcell,3ARhuACHFTvbfl1B5wgjqz,0.56,0.923,-5.409,0.0512,0.000237,0.000978,0.256,0.0453,171.999,234101
Speechless,Dexcell,2nqbnrfVspbCYW1YPxQYj8,0.627,0.779,-4.042,0.0649,0.00706,0.567,0.0866,0.242,174.02,296555
Finding You,Dexcell,1vptB8TcpL5fP6F9SVTBeJ,0.618,0.891,-3.514,0.0591,0.000428,0.688,0.338,0.4,173.995,279932
Something Tells Me,Nymfo,5lexW8E2O9uqCBU4bAyTNE,0.698,0.7,-4.725,0.0809,0.0723,0.341,0.169,0.149,174.009,268524
Altitude,Fred V & Grafix,3ketLARvge2nsOPpQdJ1gQ,0.527,0.517,-7.835,0.0525,0.0146,0.0771,0.11,0.0397,173.974,275054
Angels Sing,Ownglow,6dcxHTx0JzMEx47gxMI57m,0.556,0.762,-5.411,0.0421,0.00294,0.785,0.129,0.306,174.024,270345
Let It Breathe,Villem,6U0JZJpmm2oVcExBoincx4,0.704,0.71,-2.909,0.0563,0.00638,0.165,0.0972,0.39,87.015,289755
Drowning,Lenzman,2rYZO9VS0gmg0PahFwjjw3,0.572,0.897,-5.515,0.0494,0.000262,0.497,0.119,0.199,173.992,313980
Dream Days,Pola & Bryson,5rzJpM33yH0bHF6XOmmqnb,0.349,0.875,-6.012,0.0794,0.00432,0.229,0.112,0.0328,174.948,301520
Surfacing - LSB Remix,BCee,5k5ER1fj6R64zRfjzOF2Y2,0.576,0.506,-8.162,0.0637,0.0214,0.365,0.118,0.0541,174.014,341109
More Than Words - Seba Remix,BCee,1pr7EHAIa0iNXgH8Yltvwk,0.519,0.849,-6.341,0.038,0.000335,0.814,0.0551,0.245,174.003,403658
Supernova,Hybrid Minds,41scpcxZZ8riNgfmgSohGE,0.524,0.818,-2.034,0.0353,0.0133,0.138,0.129,0.293,174.001,297931
Horizons,Feint,6kxln4a06N3OVZQjXHfyEx,0.248,0.689,-5.609,0.033,0.0029,0.486,0.153,0.279,85.976,286140
In Your Eyes (feat. Charlotte Haining),Frankee,5JB0OKNfsd8kxz7fqMO7ol,0.452,0.889,-2.902,0.048,0.00869,0.0022,0.189,0.0383,174.022,243448
Run Away - Original Mix,F8te,1fhK5ttwnWRWNYjd7EdNKw,0.586,0.801,-2.992,0.0317,0.00856,0.000388,0.0816,0.246,87.054,251789
Hearts Ain't Gonna Lie - High Contrast Remix,Arlissa,3a4C6OhiiVAaHU3PoeiRgk,0.497,0.899,-2.495,0.0505,0.000765,0.0,0.126,0.148,173.888,232854
Away,Frankee,5Vb0lbehVcGwentlqCNhax,0.542,0.913,-2.195,0.0779,0.00487,0.77,0.114,0.037,174.071,315162
Undone,Imba,0lJYlYefrvqn6sjnpyfykJ,0.522,0.918,-4.823,0.0432,0.000141,0.872,0.0933,0.129,171.974,318240
Night Dawns,Pola & Bryson,7GJnYYZjIi1fazoSJwqI1F,0.5,0.899,-5.367,0.0437,0.00194,0.154,0.103,0.094,87.045,320172
Fiction,SpectraSoul,2krIdhvUXa8OGnSJ9HJBge,0.472,0.864,-4.298,0.118,0.0443,0.0768,0.177,0.24,86.917,314203
Strobes,Royalston,4tQ8g8DhfasciNr2yUXIrq,0.511,0.726,-5.874,0.0373,0.0361,0.144,0.111,0.125,171.965,210655
Whispers Of The Waves,Keeno,0HUCs3p6b9XJPy69OImRrE,0.412,0.852,-5.632,0.0553,0.0119,0.0102,0.232,0.151,174.932,296229
Fire,Keeno,1IHOyKzmvnBNpEvDCTdoFO,0.537,0.954,-3.536,0.0441,0.00275,0.852,0.26,0.222,175.018,288000
Unsaid,Pola & Bryson,1MXMot4I3xfJUgH3peUtzd,0.447,0.803,-4.897,0.0569,0.00361,0.491,0.0666,0.203,87.477,305625
Half Makes Whole,Emperor,5ycmTaqf0DMa3Nfu5k6xGr,0.606,0.793,-7.404,0.111,0.388,0.601,0.157,0.338,171.93,292837
Looking for Diversion - VIP Mix,Technimatic,7l0MhAMKJbCW0nPmUZ1jv4,0.497,0.866,-3.122,0.0326,0.00358,0.465,0.106,0.0742,86.986,308298
Morning Light,Nu:Logic,3huBAbmw7lh7eaTL8LJkIM,0.456,0.906,-4.192,0.0479,0.0031,0.825,0.455,0.0531,173.989,395053
Dirty Hands,Technimatic,2ChtrcrjnogX8YlJbltVvk,0.503,0.932,-4.266,0.0909,0.000542,0.71,0.694,0.0399,174.999,318171
You Walked Away,Utah Jazz,6TpJhOKOyQruk9eT0eYUop,0.564,0.633,-6.576,0.0474,0.021,0.246,0.0885,0.0871,174.001,321379
I Found You,Survival,5irt4yZ6L4L8Uv3guRkk7E,0.625,0.742,-5.153,0.0397,0.00401,0.221,0.0766,0.213,86.996,314133
Brave - Pola & Bryson Remix,Dualistic,1SwuOWk8XGXQYuv0dqaW0g,0.604,0.611,-5.866,0.048,0.000856,0.182,0.0877,0.0632,174.009,333793
Special - Nu:Tone Remix,Billon,0rvcnVLGwLqJcMJfLOfOyQ,0.609,0.855,-3.873,0.045,0.00131,0.138,0.0525,0.526,84.998,276317
Fallen Deep Enough (feat. Janine Small),Madface,2N4iXpeU1a4IELaJb6oUXh,0.51,0.94,-3.581,0.0445,0.00788,0.00059,0.0632,0.0772,172.008,242701
So Far,Hybrid Minds,5cSJ2FvIPWOYkmpBTSrj6q,0.429,0.762,-4.42,0.0379,0.00171,0.0342,0.184,0.0644,175.004,330336
Flames,Halogenix,6feVoKbKDFU7vIUIMlYpjn,0.394,0.9,-5.266,0.156,0.00348,0.0426,0.101,0.062,82.071,256744
Crystal Clear,Nymfo,7jk39nc0yNVVlcAgDaU5ib,0.603,0.626,-5.955,0.114,0.228,0.17,0.152,0.0808,171.961,314302
Overdue,Spor,1kIRHbi9Euvle7sY0tZ3i3,0.522,0.911,-4.596,0.0759,0.00576,0.55,0.0889,0.169,171.96,330092
My Way,Bert H,1yRSOLZNevD2fIoyXA6byQ,0.616,0.596,-6.706,0.0571,0.00498,0.668,0.106,0.21,174.036,289298
Frontier,Neonlight,0R78iSBwprEBQQoBz3PZnN,0.589,0.701,-5.551,0.0378,0.00191,0.0327,0.0957,0.127,86.061,295420
Rollercoaster,Low5,4m3wKx4EMUjZNy7qjEjRtY,0.593,0.854,-5.415,0.0597,0.116,0.535,0.2,0.325,173.997,342082
When Darkness Falls,Netsky,5WHOwS9mfnmXC25YCLzgKK,0.267,0.86,-4.458,0.112,0.36,4.94e-05,0.0594,0.0767,153.038,232126
Give It Time,Rollz,4DJwQozrNaNbAMGlUUmwET,0.456,0.955,-4.646,0.0542,0.000334,0.734,0.12,0.257,175.021,296229
Take It All,QZB,263duIKxtIbc3KQoSu3QnX,0.628,0.751,-5.502,0.0441,0.00781,0.381,0.215,0.308,173.995,291891
In The Dark,Wilkinson,2udAScO9AYYJoHQjSN7IDR,0.484,0.91,-1.73,0.0862,0.0376,1.85e-05,0.085,0.173,173.881,250240
Do It Again,Stylus,7GiGgrUEqLi0Y2m1kn8Dz7,0.32,0.919,-2.72,0.0495,0.0312,0.00146,0.0915,0.0591,86.961,292414
Sweet - Retronics Remix,Malk,7KMRz72ssq3LWc9Ar1ffJ4,0.486,0.829,-6.525,0.0373,0.005,0.779,0.122,0.0939,172.042,296728
Unbreakable - Zero T Rmx,Gerra & Stone,1V6bMKvttWygzF4hto58Za,0.645,0.964,-3.033,0.0629,0.00111,0.824,0.0523,0.586,174.04,314622
Stay,Technicolour,5QdnlAIaoPjQu1oEwEjWBX,0.514,0.906,-4.558,0.0404,0.00109,0.108,0.0935,0.059,175.005,383714
Away With Me - Calibre Remix,SpectraSoul,4vBHFLY0IkSebkGzOLtzcG,0.708,0.726,-6.054,0.071,0.114,0.51,0.104,0.315,173.998,314270
Wading Through The Crowds,Makoto,6GFVN8mm6JPmEkQk7WHjAB,0.437,0.916,-4.109,0.0393,0.0264,0.449,0.288,0.564,174.054,275531
Shelter - VIP Mix,SpectraSoul,3cp8oVi7gb2Txg5AwGcN7a,0.352,0.967,-2.132,0.0696,0.000347,0.32,0.0469,0.209,108.416,318175
Overthinking,LSB,5HzFMFk1b9sHxQcnWNELNw,0.537,0.712,-4.958,0.05,0.00727,0.761,0.31,0.0967,173.98,402196
Lost Friends,Riya,6CYw7adFvr5QYjgZIfvF2w,0.506,0.794,-4.288,0.0618,0.0253,0.0296,0.238,0.0309,173.975,224566
My Own Hymn - Keeno Remix,Above & Beyond,6zNtf1qw3h7ZgCgfgorRuS,0.438,0.862,-4.699,0.062,0.00494,0.203,0.059,0.0497,174.989,353557
Sweet Lies,Wilkinson,6YNQNR6E9AeCzWi2JYi1n2,0.506,0.941,-0.938,0.0762,0.0124,2.54e-05,0.142,0.116,174.007,207587
Breathe,Wilkinson,6xjGoGo9QNk6clZerVevJl,0.514,0.866,-3.24,0.0452,0.0168,0.0,0.133,0.246,174.066,236267
My Friend,Schematic,2502wbciI9iI0S8YNmnGpb,0.223,0.841,-5.218,0.0406,0.0058,0.843,0.0991,0.0786,173.193,408893
Higher Love,Hybrid Minds,3bAKjVIdaQWotDMX4hQxAx,0.47,0.853,-2.033,0.0767,0.0125,0.000103,0.147,0.0384,173.797,223448
Disco,Smooth,1Yue6zlYqUIuCfOBMn2M7m,0.561,0.977,-2.699,0.0675,0.206,0.299,0.0511,0.325,174.001,249958
Sincerely Yours,BCee,4a8gj4SyvOwfiMpBkBp7Hh,0.598,0.719,-5.879,0.0499,0.027,0.123,0.0784,0.311,173.956,313203
Cannot Escape Your Love,BCee,7hZzeJNEz8USsJ8fRatnMq,0.531,0.993,-3.35,0.0694,0.00208,0.183,0.273,0.867,174.921,334729
Falling Apart,Monrroe,0s8JNYdKD4bBOFvcMFC7DM,0.478,0.719,-5.725,0.0486,0.0102,0.0808,0.123,0.139,169.973,417882
Remind Me,BCee,1F6W3xByl1L2eNtJGyN3Yy,0.494,0.959,-5.356,0.0404,0.000505,0.0412,0.285,0.069,172.0,293123
Call On Your Name (BCee Remix),Elle Limebear,2pe0oNR6ep0hbJpZJYDmI6,0.474,0.895,-4.041,0.0416,0.00221,0.129,0.304,0.188,174.02,317341
100 - Bcee Remix,Galactus Jack,0N7vDYcBIo9TA0KH9h9HRM,0.689,0.962,-4.302,0.0582,0.000414,0.562,0.0256,0.905,174.011,336652
Wanderer,BCee,7gzlVNA0TX886ZNALlnPBG,0.616,0.744,-4.945,0.0444,0.00426,0.237,0.355,0.104,173.999,291135
Out in the Cold,BCee,5CKw1hmQODyLe4qFt72p3o,0.588,0.947,-4.034,0.0555,0.00607,0.638,0.119,0.764,174.037,311933
Pathways,Nu:Logic,6VAxJJsW8mRr7vT0Yvm1fn,0.437,0.452,-7.291,0.0323,0.00953,0.000319,0.0854,0.0375,174.042,259516
Running in the Dark,Pola & Bryson,4L0JPK2CLBa9RBK6StALHT,0.438,0.875,-4.696,0.058,0.00292,0.176,0.0971,0.0384,133.059,305202
Bloodline,Cyantific,46mHKoneSpQwkaDggqAXtJ,0.443,0.841,-6.756,0.0584,0.00356,0.000115,0.141,0.178,173.901,246552
Nightfall,Whiney,3ybnxfkbrA7CwqYyG66GRr,0.536,0.901,-3.774,0.0492,0.00284,0.895,0.115,0.348,174.989,269298
Truths Unspoken,Dexcell,3PsF7tUYRO5FDGIGHPg6It,0.545,0.844,-4.328,0.0527,0.00277,0.286,0.123,0.0702,174.017,306981
Lost Origins,Macca,3E8GFciIiQc1BldxXFwcvh,0.615,0.73,-4.553,0.0503,0.0237,0.794,0.0715,0.185,174.008,339989
In Love,Madface,5Ojsz6DMg2aLVq9CwdFzw6,0.494,0.917,-2.292,0.0407,0.00176,0.106,0.233,0.116,174.003,296558
Every Minute,Brookes Brothers,5KkDEGZubFgLrzx4ZfOqS8,0.4,0.784,-6.43,0.0321,0.00111,0.0028,0.102,0.164,173.982,200928
You Got Me,Monrroe,0XwF8LK98fQWSTZ7viYKlp,0.606,0.806,-5.289,0.0591,0.00572,0.186,0.301,0.057,174.037,231500
Commotion,Friction,3qDt14fOxNpHqNdLqpAL7D,0.549,0.765,-5.432,0.0489,0.00388,3.94e-06,0.165,0.209,173.873,255172
Runnin - Original Mix,Enei,3hOXfnyYiJCNBeu60RmxuT,0.502,0.861,-4.985,0.0391,0.00104,0.425,0.567,0.217,169.982,303748
Space Between,Apex,5s59wgXg2C3UfAP5QiUSqg,0.451,0.96,-6.768,0.0466,0.000335,0.655,0.172,0.495,171.98,406027
Closer,Dexcell,7qAyOVv4Fj2wKRsFSoqiXz,0.647,0.594,-6.408,0.0604,0.0181,0.169,0.0878,0.117,174.0,314871
Get It Back,Quadrant,7iS5dRJJW6wHuZT47CWj5w,0.526,0.921,-4.754,0.0711,0.00102,0.104,0.277,0.353,172.976,364994
Signs,Namaste,1QWfnuZZALHn2XQRLMxTko,0.414,0.932,-3.692,0.0506,0.00455,0.0263,0.108,0.396,170.043,191051
Grow,BCee,68EgWON7bAGYemt5iTe77C,0.507,0.764,-5.207,0.041,0.0155,0.203,0.0544,0.17,171.981,320186
I Wonder,Keeno,2ccIGrJHrhdO2uBiQFu1bQ,0.58,0.933,-3.57,0.0578,0.00929,0.0754,0.0908,0.47,172.998,321950
Dawning,Monrroe,4mEjAS47cEnesVH2oXLkTO,0.495,0.561,-5.173,0.0353,0.0408,0.861,0.091,0.1,173.963,324723
Dark Water,Enei,1lCvqw0lNWDmaZUGAYDlEB,0.677,0.901,-6.056,0.0724,0.00228,0.498,0.0823,0.53,172.02,273771
Put Me Down,Muffler,0tKkhdmbjqS3r7HGeJIYxe,0.483,0.863,-4.407,0.0371,0.00349,0.0175,0.0991,0.136,174.926,252343
Freefall,Dexcell,0GAHmF6YJKFd1pgk3fdvGs,0.662,0.787,-3.735,0.0773,0.0014,0.752,0.0925,0.147,173.966,290345
Alone (ft. Notelle),Telomic,5pMHruc8MOFAhK6ILZAUpo,0.505,0.724,-5.118,0.0497,0.0215,0.664,0.267,0.0439,174.02,294789
Home,Telomic,1WwWPHuh56iUnc9m9SvyXj,0.588,0.702,-4.583,0.0528,0.0671,0.725,0.0767,0.182,174.024,242759
Horizon (ft. Notelle),Telomic,517IXMUAIX3VMpwqpbLQ7O,0.562,0.796,-4.866,0.0481,0.00355,0.121,0.111,0.0817,173.995,269271
Dominoes,Deadline,2XTVCQI1LwJOiwKGA14co2,0.516,0.845,-4.691,0.0427,0.00511,8.82e-05,0.106,0.0731,85.999,252744
Never Too Old,Monrroe,0cx2cgwIoRAOagi5aYXJaL,0.583,0.691,-7.509,0.0508,0.0226,0.0436,0.0545,0.0724,87.045,325517
Spheres,Whiney,4bvN2x76TU1p4svlrM4U28,0.522,0.905,-2.305,0.039,0.00565,0.481,0.099,0.0395,175.065,292214
Can't Choose,BCee,1P8R1RhRzd34vYratXLUVL,0.347,0.953,-3.781,0.225,0.0872,0.000451,0.232,0.369,173.778,240290
Ghost Notes,Dexcell,6i511YzpgGLgpMfIoAsmJ4,0.583,0.805,-4.672,0.0483,0.00359,0.0243,0.121,0.151,174.018,291724
Have It All (feat. Raphaella),Culture Shock,0VQ7XL2V5Szj5ccF59HXYH,0.47,0.951,-3.107,0.0452,0.169,4.99e-05,0.0699,0.348,173.961,303195
Run From You - Hugh Hardie Remix,Pola & Bryson,15udkLHxTLskam0lXJZ7la,0.4,0.974,-5.631,0.057,0.000146,0.813,0.229,0.264,173.021,272701
On My Mind,Macca,03HEvpOcpBuIV1QAonZt8t,0.624,0.888,-4.464,0.0661,0.000149,0.899,0.0658,0.101,173.958,338429
Temporary Love - S.P.Y Remix,Pola & Bryson,6TA5vBJ1tcp9hnWobuNV7p,0.447,0.756,-5.183,0.034,0.000414,0.116,0.0651,0.0318,87.471,415852
Renaissance (Edit),Culture Shock,1g4C1BrGd4O1Dt5y0xue96,0.458,0.981,-1.65,0.0518,0.0573,0.0363,0.172,0.143,173.882,209549
