song_name,song_artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Inside Boy,DEATH2KALON,2dCEs0SgK8iCCxydl2s9Nf,0.655,0.595,-8.681,0.0453,0.291,0.0,0.149,0.494,160.105,134109
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,3T9BKc4kB7ukeNQrCqv6ZV,0.681,0.63,-5.585,0.0385,0.00383,0.0,0.139,0.183,151.951,161053
No One Here (with NoCap),Lul Bob,7Dgsu3oVz6isGpjD9ewyqr,0.604,0.661,-3.975,0.123,0.0361,0.0,0.193,0.319,90.674,174048
Inside Boy,DEATH2KALON,2dCEs0SgK8iCCxydl2s9Nf,0.655,0.595,-8.681,0.0453,0.291,0.0,0.149,0.494,160.105,134109
XSCAPE,Don Toliver,0jNFDcGAXPs5ahngmD5R6n,0.403,0.405,-7.718,0.0431,0.602,0.0,0.239,0.0524,100.626,156248
Super,Cordae,3sjtQ07ptlPzw2N4YmGW3S,0.899,0.695,-4.749,0.346,0.113,0.0,0.112,0.394,139.027,177554
Intro (Hate On Me),Meek Mill,4s7TIubkdsgdtDEDFEAYVL,0.647,0.823,-4.074,0.0478,0.0387,0.0,0.74,0.309,150.995,174805
range brothers (with Kendrick Lamar),Baby Keem,0UTyLmkQgPOEIz95OVAJTR,0.667,0.582,-5.791,0.267,0.00466,0.0,0.124,0.141,121.972,316733
Brand New,YSB Tril,51m0quCwhyDTKflI5sH0uc,0.835,0.517,-6.742,0.157,0.125,0.0,0.174,0.544,140.009,192000
Girls Want Girls (with Lil Baby),Drake,37Nqx7iavZpotJSDXZWbJ3,0.767,0.438,-8.726,0.29,0.181,0.0,0.142,0.381,86.975,221980
Prada (feat. Lil Tecca),24kGoldn,4wuMS7NGVbU7hdu94K5icd,0.686,0.69,-6.13,0.24,0.122,0.0,0.137,0.528,178.157,151586
Jail,Kanye West,6d8HN8MqqbqrEUI2bvx0aG,0.458,0.571,-6.739,0.0949,0.535,0.000305,0.0846,0.586,110.013,297000
family ties (with Kendrick Lamar),Baby Keem,7Bpx2vsWfQFBACRz4h3IqH,0.711,0.611,-5.453,0.329,0.00575,0.0,0.231,0.144,134.14,252070
REPEAT IT (with Gunna),Lil Tecca,21AJQhGZpujjZQXByZAXpr,0.681,0.687,-7.612,0.332,0.0555,0.0,0.062,0.588,108.641,190345
SUVs (Black on Black),Jack Harlow,1MIGkQxcdAt2lDx6ySpsc5,0.801,0.688,-4.594,0.396,0.144,0.0,0.107,0.5,162.928,157675
Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,2UwALqx6yOsXTFt7zRxnts,0.662,0.686,-8.302,0.332,0.251,5.59e-06,0.349,0.678,143.971,215000
heart cold,Toosii,3rUHJtdAAjdJEKILzQZ7aQ,0.832,0.496,-6.743,0.26,0.0686,0.0,0.111,0.398,81.982,178537
Woo Baby (feat. Chris Brown),Pop Smoke,58T4yPLn4NjBYXfRxeweyM,0.563,0.672,-7.226,0.0765,0.359,0.0,0.0972,0.284,99.772,156000
late at night,Roddy Ricch,1fxYz1s15pyZLsJT0Hdh1m,0.643,0.403,-11.254,0.41,0.343,0.0,0.138,0.111,98.54,174682
Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,25GyyK9CyZRiDCsPY51fIT,0.545,0.82,-4.489,0.275,0.0951,0.0,0.29,0.357,141.908,150476
Magic City,Fivio Foreign,6qHhHEBX3W1ahFasgShdih,0.793,0.717,-6.908,0.341,0.0995,0.0,0.136,0.678,145.134,158772
Dangerous,Paris Bryant,3mMeK8dSmhSPqmWFHIW0HC,0.646,0.61,-5.952,0.0582,0.296,0.0,0.153,0.363,77.479,127742
Tujunga,Sheldvn,3yFu7OqWXfphtbwgD5bWSX,0.824,0.595,-8.65,0.0721,0.214,0.000255,0.135,0.634,115.0,159652
Feelings (feat. EST Gee & Rick Ross),DaBoyDame,5sLibBUm0ES1LOuy5fEbHj,0.804,0.694,-5.455,0.175,0.00691,0.0,0.136,0.694,85.497,165871
best rapper in the a,Elxtt,6eVtR9WrqoXQ778hbk9OF3,0.945,0.616,-6.152,0.394,0.201,0.0,0.0865,0.603,118.979,177500
Don't Miss (Nah Nah),Cootie,0BsCzEnuciUym6quccIQD4,0.772,0.683,-7.82,0.203,0.204,0.0,0.198,0.635,138.962,131223
Can't Lose (feat. Lil Durk),Lil Mexico,2oX9VjMLgO8hYMZ3Mh4J8o,0.561,0.44,-8.214,0.457,0.194,0.0,0.0972,0.26,170.006,192000
"Shake It (feat. Cardi B, Dougie B & Bory300)",Kay Flock,0RkCnqwF8Tfl2QGPZwopyk,0.87,0.835,-5.875,0.311,0.0353,0.0,0.142,0.901,140.051,118249
Chet Dangerous Freestyle,Bouvé,0J6Ld8zXAusuiqfHi4fKkd,0.712,0.692,-5.134,0.214,0.0125,0.0,0.0665,0.36,158.007,129873
Tell Me Nothin',LostInLeon,4qKPRlD5eBRSo8snW2H2tB,0.756,0.497,-10.462,0.103,0.0141,8.21e-06,0.306,0.584,92.912,172632
On The Edge,TwoTiime,3DfTYnXEX4oBLLpMdjvtfZ,0.682,0.634,-7.663,0.078,0.0303,0.0,0.112,0.233,90.952,116044
Reign On Me,Curci,07hYvBwsbgCXU5DMwCNYPV,0.723,0.689,-5.582,0.147,0.536,0.0,0.104,0.621,130.522,176670
Alone,YG,4QAGZ4ikVFkvEGIXzNFEae,0.728,0.58,-6.309,0.181,0.133,0.0,0.278,0.119,96.938,158363
Jeeezy WYA,BlueBucksClan,2stq5NpGRf75lIYqwgchHB,0.757,0.698,-7.659,0.389,0.25,0.0,0.0844,0.815,100.29,126050
Ghetto Superstar (feat. G Herbo & Doe Boy),Roddy Ricch,5QdVpZhASstTN4BBwglPz6,0.704,0.62,-7.267,0.362,0.0686,0.0,0.144,0.383,157.093,244840
Did A Lot,G Perico,3OV02vqUlHie0Ja5kep6Sz,0.77,0.678,-4.644,0.178,0.0278,3.43e-05,0.147,0.215,98.96,169696
Fantastic,Tyga,7fdTVjOFYWyfUXXTpIL917,0.938,0.572,-4.682,0.179,0.00668,0.0,0.0932,0.191,105.98,172181
Don't Check Me,Larry June,3rG6VPI8QPN64ER0QOUqUL,0.721,0.814,-8.419,0.241,0.328,5.63e-06,0.282,0.417,96.009,165000
Check In,DJ Muggs,4Hpv7FUy6cFLvLR8DSRruJ,0.639,0.88,-2.794,0.29,0.187,0.0,0.357,0.709,78.859,183633
How Far I Came (Feat. Roddy Ricch),The Game,0fGtT5bFSjtUzbSFPUQczD,0.566,0.661,-7.155,0.476,0.176,0.0,0.094,0.396,97.564,203946
Drop Down (feat. KenTheMan),03 Greedo,2ZzhfMgeBjOkjFv5SXdFjz,0.878,0.666,-6.198,0.235,0.24,0.0,0.126,0.709,134.0,172458
Aye Bitch,RJMrLA,1XTp3Y6eIFPrB7ZwCvFFdg,0.696,0.501,-6.576,0.787,0.0299,0.0,0.0842,0.299,208.133,147744
The Roof (feat. Too $hort & Michael Sneed),P-Lo,5LPYA53CeQhBrANnmxcT3G,0.923,0.481,-5.554,0.0874,0.206,0.0,0.0847,0.157,96.005,167542
Gangsters Anonymous,G Perico,0WDo3YEg8ShNfoq6rhX57R,0.959,0.3,-11.307,0.305,0.141,0.000556,0.105,0.738,102.993,152011
IMPALAS & HYDRAULICS (Ft. The Game),REASON,4EwwOC5ajOeyCVdPrScy5t,0.801,0.752,-5.492,0.261,0.0264,0.0,0.125,0.42,82.536,177031
90210 (feat. Bino Rideaux),Trizz,1mJcEV5aFXcqwxEwuol0zf,0.69,0.597,-7.191,0.324,0.022,0.0,0.0921,0.65,91.939,167609
Dawg House,Ray Vaughn,4OWhcwHOnB7ZLGJI0Fo4oN,0.976,0.665,-5.75,0.152,0.00487,5.08e-06,0.115,0.756,119.965,106375
Light Breeze,Kalan.FrFr,3NWOO9SW0Irf9aUUC3om4i,0.828,0.653,-6.121,0.209,0.265,0.0,0.105,0.429,97.048,158351
Toxic,YG,557DLyFeg06jCV2cpT005C,0.688,0.478,-7.04,0.202,0.384,0.0,0.0975,0.444,99.998,213289
In My Pockets,Larry June,15NvWexLBzx8l0anZ6V2Yb,0.754,0.593,-6.717,0.356,0.194,1.08e-06,0.21,0.361,91.949,159130
Up,OHGEESY,7wcmdOAtyLQxIs2d6h08YC,0.918,0.519,-9.101,0.355,0.0111,1.23e-05,0.0806,0.278,97.993,146939
Sunshine,Tyga,54NBD72JXFXzrodbQBSzWh,0.746,0.647,-6.673,0.106,0.0267,0.0,0.052,0.393,97.989,188964
Ryde Or Die,Ryck Jane,3tRzODNuhFkLo7l0QoaN1r,0.623,0.501,-9.232,0.323,0.0348,0.0015,0.152,0.676,83.877,184286
"Run (feat. Tyga, 21 Savage & BIA)",YG,7ItXHU9yVm8AUkMyo4kffF,0.817,0.625,-6.103,0.217,0.0251,1.18e-06,0.223,0.379,101.028,237624
Pull Up,Kalan.FrFr,1gHamNXNt8OjoynRvGhg1a,0.786,0.663,-5.103,0.0562,0.121,0.0,0.112,0.134,102.017,174617
Ask The Opps 2 (feat. Pacman Da Gunman),Yhung T.O.,4xNLmmCJ0JostGDK7zefuo,0.825,0.764,-7.622,0.325,0.00503,0.0,0.189,0.492,93.487,163509
Elon,Berner,49gRLFjmdkS6Cip8V3MrMN,0.506,0.515,-9.637,0.455,0.359,0.0,0.106,0.429,95.717,177750
Open Arms,Mozzy,2aKdhAWm1SX4B7KY5QuGB6,0.618,0.612,-6.072,0.292,0.629,0.0,0.112,0.304,48.342,164159
I Guess,BlueBucksClan,4ruLf1oN8eOxgLDdapGg7j,0.524,0.75,-5.003,0.419,0.677,0.0,0.217,0.693,97.796,176704
Say Lady,Dom Kennedy,0DxmOT2FElosMIw0LHerwC,0.783,0.692,-6.914,0.169,0.472,0.0,0.0746,0.597,98.0,186122
Internet Shooter (Remix),Lil Seeto,2ZiOGHk2rjvfNUqIUPtR8B,0.902,0.468,-9.41,0.428,0.0197,0.0,0.123,0.399,98.037,166516
Social Media (feat. BlueBucksClan),1takejay,3RcnvAxmNhR67asCbmFWsh,0.872,0.564,-10.678,0.371,0.0431,0.0,0.192,0.734,98.96,175200
What's Luv,Lil Bean,5S65yNSBJyZL4pAMtz0XG8,0.774,0.565,-7.84,0.167,0.443,0.0,0.106,0.493,99.966,156675
Fire Proof,Hit-Boy,3QANNgnNhT17Ll4xbPPKpY,0.793,0.655,-5.614,0.185,0.336,0.0,0.0988,0.295,102.525,122733
Red Flag,Fenix Flexin,1zTsj09nN6RamZRO8W8Ssb,0.815,0.55,-8.895,0.0652,0.423,3.24e-05,0.137,0.214,104.977,118921
Tootsies,Roddy Ricch,0OQPugEZknTG0zpU92AsOr,0.798,0.656,-5.834,0.138,0.0374,0.0,0.287,0.208,90.006,160240
Deep End (feat. Lil Skies),Bankrol Hayden,0Ls2AaWYmU2LRzWAmFdlkc,0.922,0.435,-7.963,0.189,0.14,0.0,0.0962,0.863,103.999,131538
IF YOU EVER,Bino Rideaux,41G3M9ewHTrDGNl5UKKlQl,0.649,0.472,-8.841,0.171,0.0392,0.0,0.081,0.392,97.042,128660
Go Get It,Symba,0CIusTSIe1WLFrIPg6ekKx,0.858,0.526,-6.419,0.17,0.259,0.0,0.412,0.224,145.053,105931
Like The Way You Move (feat. Blueface),ASM Bopster,4EdBC32i66Ctblo1tMQfbJ,0.806,0.682,-8.199,0.269,0.259,2.08e-05,0.344,0.619,101.063,225869
G Code,Mozzy,4HRrPBE2SBs2Ntz65twzFp,0.753,0.675,-8.153,0.313,0.171,0.0,0.0564,0.632,92.509,199993
No Mop,Roddy Ricch,74d9XLd9OMpvb4RaXCmeVM,0.633,0.533,-7.514,0.319,0.106,0.0,0.0968,0.132,98.125,174787
BLUE MASERATI REMIX,Kamaiyah,6fVVHnP0OiKlyjZYOhIKMf,0.693,0.559,-6.847,0.0578,0.173,0.0,0.0767,0.54,79.985,201375
Settled (feat. Russ),Rexx Life Raj,46cBzfiGyZetFFC9P9LATk,0.71,0.768,-5.849,0.0653,0.0879,0.0,0.122,0.347,91.933,221773
"10s, 20s, 50s, 100s",LaRussell,4egNUXSdg3yDYD2BOZjYQU,0.911,0.431,-7.724,0.337,0.319,0.0,0.646,0.627,92.983,140535
Pacific Coast Highway,Jay Worthy,0o7Tdf8WP4Xf4g70LEyyeJ,0.492,0.496,-9.228,0.0588,0.745,0.0,0.544,0.769,115.898,117895
Legitimate,G Perico,4481asU8i7Er5HV5Wi3wV5,0.864,0.565,-5.756,0.327,0.203,1.52e-05,0.148,0.347,91.99,166957
Smoke Nuffin' (feat. 42 Dugg),Mozzy,654dosgptEZkNk0vX8ZoXj,0.751,0.66,-6.625,0.341,0.201,0.0,0.335,0.648,80.071,133533
LET ME KNO SUM,Haiti Babii,3TzOCLcooFojGEQoysyM7i,0.777,0.692,-9.072,0.313,0.156,0.0,0.0827,0.813,93.972,168511
Barely Miss,REASON,4QPtyUkP2ysNjZDF5AuZMC,0.848,0.594,-6.858,0.342,0.321,0.0,0.114,0.556,160.056,193657
No Stoppin ft. Blxst,Kalan.FrFr,3Jo34FHsqVDp7QLP9Ahw2n,0.616,0.744,-6.523,0.234,0.203,0.0,0.0883,0.5,99.968,177628
Save Yourself,Rexx Life Raj,4mudRWge7q5FXRSl5cciL3,0.691,0.687,-6.633,0.0947,0.245,0.0,0.0571,0.525,94.869,190104
Hypnotize - 2014 Remaster,The Notorious B.I.G.,7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,229827
Long Way 2 Go,Cassie,4v5kAh2wWyCSuKuhMJK8u6,0.589,0.655,-8.138,0.0488,0.057,0.000353,0.372,0.675,105.272,220640
Bad Things (with Camila Cabello),Machine Gun Kelly,1PSBzsahR2AKwLJgx8ehBj,0.697,0.691,-4.757,0.146,0.214,0.0,0.185,0.305,137.853,239293
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Diddy,6Wt5QBzHp9vdSLAFlvdnDQ,0.713,0.471,-7.392,0.483,0.421,0.0,0.0308,0.779,199.764,285587
Coming Home,Diddy - Dirty Money,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,-1.921,0.193,0.158,0.0,0.3,0.232,168.001,238693
Feel so Good,Mase,7hfRrdFJgFKK3cJ4rmkecE,0.821,0.703,-8.464,0.24,0.192,0.0,0.0816,0.536,105.154,203627
Love Like This,Faith Evans,7MQywXGHEev7JmwwIzMcao,0.767,0.551,-7.328,0.0616,0.00364,0.0,0.0451,0.796,100.904,275707
It's Goin' Down (feat. Nitti),Yung Joc,05Sgj1Hx03ZXc57gsV1kfX,0.888,0.577,-7.702,0.0612,0.0986,0.0,0.131,0.609,84.003,241840
Hood Nigga,Gorilla Zoe,323Tzd2yjV4pifrVAajafb,0.875,0.732,-5.135,0.0635,0.0198,0.0,0.11,0.159,87.142,200933
Can't You See,Total,0coGyBNQcxxqkOOT2UhT4v,0.744,0.574,-9.445,0.0655,0.165,1.24e-05,0.295,0.805,86.278,281880
Juicy - 2005 Remaster,The Notorious B.I.G.,5ByAIlEEnxYdvpnezg7HTX,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,302760
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,1yy2DlSDtEt90d54rPDPXz,0.833,0.619,-5.595,0.0538,0.111,2.13e-05,0.159,0.901,109.92,306560
Crush on You,Lil' Kim,1bb6bROP3OXMHcPw84MtmN,0.827,0.635,-6.77,0.251,0.278,0.000119,0.109,0.766,88.87,275640
Damaged,Danity Kane,4yHFxB8kzzeuNvoouR8N0N,0.774,0.653,-5.158,0.05,0.0912,0.0,0.151,0.818,120.01,244267
Whoa!,Black Rob,71u5SjnkSQgzIt1UzHchbi,0.736,0.705,-6.231,0.24,0.0579,0.0,0.321,0.557,86.404,238840
What You Want (feat. Total),Mase,6hxn98poTu1O4YZfafvC18,0.838,0.72,-6.593,0.384,0.0312,1.11e-05,0.422,0.845,93.76,242947
Only You (feat. The Notorious B.I.G.) - Radio Mix,112,7jg3Irt0hqnss3HvaPP2D2,0.778,0.644,-7.6,0.0532,0.145,0.0,0.112,0.846,96.025,260427
Flava in Ya Ear,Craig Mack,3X414ZlCf5U7pcpIaIcUkT,0.763,0.541,-8.843,0.329,0.466,0.0,0.0693,0.885,90.032,217467
Big Poppa - 2007 Remaster,The Notorious B.I.G.,63BcfK6YAzJYeISaTPr6IO,0.765,0.671,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5,249867
Bad Boyz (feat. Barrington Levy),Shyne,2MNQMtZbOb7rBWli3TSok0,0.788,0.594,-4.864,0.336,0.0249,1.65e-05,0.0534,0.691,83.84,228907
I Wish,Carl Thomas,3lqT89gv8p3PYwXtr3ODjv,0.736,0.666,-4.929,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760
Bad Boy for Life,Diddy,2eOuL8KesslTLQERQPu11D,0.669,0.829,-3.801,0.49,0.179,0.0,0.241,0.61,118.934,253067
You Used to Love Me,Faith Evans,0KhXVmAN4sqeEgsqRd39f2,0.702,0.458,-8.195,0.0348,0.247,1.64e-06,0.126,0.679,89.266,269173
"Money, Power & Respect (feat. DMX & Lil' Kim)",The LOX,3MbBa8FMMgp9D39s7Cozl9,0.706,0.747,-3.901,0.286,0.00533,0.0,0.204,0.505,95.547,270493
Big Momma Thang,Lil' Kim,0JRB0l3igltUQX1OmKyORy,0.874,0.716,-5.859,0.252,0.0621,1.39e-05,0.253,0.674,95.587,256867
Players Anthem - Remix,Biggie Smalls,4g8bzB3OIMBjZmaW3uAbDi,0.834,0.526,-8.632,0.364,0.21,1.42e-06,0.122,0.667,88.275,308707
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,3PA9dH8cT0wR5UW4XkC44Y,0.711,0.871,-4.32,0.294,0.398,1.69e-06,0.171,0.912,91.153,274440
Bonnie & Shyne (feat. Barrington Levy),Shyne,0UmIdWRGDL5gkXnqG9ZozM,0.855,0.874,-4.018,0.21,0.0363,0.0216,0.0869,0.861,89.449,257467
Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,3HW030T8eqPs8wpsgZqCGM,0.843,0.433,-8.139,0.0676,0.0114,8.19e-06,0.123,0.161,106.028,310480
Lookin' at Me (feat. Puff Daddy),Mase,2dieHErJLwG7fOzD8WAtFO,0.743,0.516,-8.27,0.397,0.028,1.89e-05,0.273,0.614,188.247,255160
Can't Nobody Hold Me Down (feat. Mase),Diddy,1EM23A621Z0QyTlWKu7T1l,0.928,0.771,-5.935,0.251,0.102,1.07e-05,0.338,0.679,93.987,231160
I Love You (feat. Jim Jones and Yung Joc) - Main,Cheri Dennis,6s09jyQkHZGzSRijujU3UF,0.527,0.762,-3.841,0.21,0.194,0.0,0.0919,0.915,98.575,275360
Invincible,Machine Gun Kelly,1zBBo7indT2foQGQUoloWj,0.479,0.859,-5.28,0.368,0.0285,0.0,0.152,0.261,118.253,185733
Forever,8Ball & MJG,0jNzCrRm43esPwJ5eA1bSM,0.716,0.577,-6.835,0.437,0.00668,0.0,0.314,0.572,148.023,300067
All Night Long (feat. Puff Daddy),Faith Evans,4Bh83s84d9YUiuLzeuF24N,0.712,0.773,-4.595,0.271,0.0243,0.0,0.13,0.699,100.409,234253
I Got the Juice (feat. Pharrell Williams),Janelle Monáe,5Yfq9uugLFchtFymQQWxgt,0.922,0.485,-7.259,0.096,0.0758,3.39e-05,0.601,0.395,120.156,226288
Down for Me (feat. Mario Winans),Loon,6E68HHJ3fbo5vub3NMsBRz,0.74,0.895,-6.36,0.189,0.459,6.59e-06,0.0433,0.958,196.082,259347
No One Else (feat. Da Brat),Total,2IOQOWr4P14saZqZlM7k84,0.782,0.515,-8.215,0.3,0.185,1.34e-05,0.0577,0.791,182.19,260467
Hot 2 Nite,New Edition,7alcrjZSE1TGO6qtb0pQRU,0.778,0.688,-7.142,0.126,0.511,0.0,0.14,0.864,99.988,203867
Freaks,French Montana,0wpYoahTjbbM3gFwQWRBfL,0.771,0.895,-4.805,0.253,0.0499,0.0,0.571,0.771,96.576,181920
Love Me (feat. Mase),112,4uI5xNUdEupLKskfQnfx3o,0.654,0.817,-5.898,0.153,0.124,1.18e-05,0.156,0.649,90.063,257333
Loving You No More,Diddy - Dirty Money,1A0qqpBZTPWO2H7tyOBqlE,0.41,0.688,-2.228,0.0372,0.0331,0.0,0.205,0.465,189.607,245000
Special Delivery,G. Dep,5pkODNs3tEe8DMqjorjR8c,0.528,0.888,-5.387,0.312,0.105,3.71e-06,0.368,0.698,99.051,389867
Got Me Going,DAY26,6Qqp1NCiy8Ps6EtOL1yjeb,0.755,0.728,-6.676,0.0786,0.0914,0.0,0.0937,0.537,108.816,282373
What About Us (Remix) [feat. Black Rob],Total,6Ph7bndA7A5ExoHIZPX4TJ,0.736,0.721,-6.188,0.0396,0.0143,0.0,0.0451,0.72,96.365,243783
Get Down - 2016 Remaster,Craig Mack,3R1x8FXJPCRmc6KSkXwyeF,0.709,0.782,-3.438,0.227,0.262,1.64e-05,0.0721,0.644,94.168,224920
Me & U - 2016 Remaster,Cassie,4eOiC6tpHVZRrYlA81Ctdx,0.806,0.445,-4.566,0.03,0.352,0.0,0.0912,0.753,99.999,192307
It's All About the Benjamins,Diddy,4ycOYU44GKC0ERhCOV7FN6,0.84,0.699,-3.474,0.226,0.049,4.38e-06,0.105,0.716,89.724,280253
How You Want That (feat. Kelis),Loon,0EEYgsFx2xUQcFcQrwwEV3,0.895,0.827,-4.465,0.0598,0.343,0.000951,0.0435,0.899,101.2,265560
So Right (feat. Kelly Price),The LOX,4bVLT1swJoPr1WyV8Jo23t,0.749,0.81,-6.46,0.189,0.00736,0.0,0.203,0.729,104.224,212147
Get Ready (feat. Blackstreet),Mase,6oMF8ekHAMOlHgOgkIEXKn,0.807,0.713,-5.218,0.134,0.391,0.0,0.0814,0.734,106.324,260267
No Other Love,Faith Evans,6p8RmxHGU1WLIlfHnu1OWA,0.62,0.429,-10.939,0.0472,0.318,0.0,0.0619,0.711,70.352,266240
Bad Boy This Bad Boy That - 2016 Remaster,Da Band,55MZjFx7xbkMrPAvU79eNL,0.839,0.802,-7.009,0.273,0.0385,0.0,0.0359,0.785,100.024,196693
Five-O (feat. Wyclef & P. Diddy),Elephant Man,3cttR5mtQZ5xRFxpE1pohl,0.537,0.883,-4.466,0.221,0.000719,0.0,0.37,0.636,150.098,279773
Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,5AcVo95evIYFKFvzmoF4EE,0.815,0.529,-10.117,0.28,0.0191,0.0,0.406,0.73,99.439,325933
Ghetto Superstar (feat. G Herbo & Doe Boy),Roddy Ricch,5QdVpZhASstTN4BBwglPz6,0.704,0.62,-7.267,0.362,0.0686,0.0,0.144,0.383,157.093,244840
Propeller (feat. Dave & BNXN),JAE5,4A7sSA10D35HQUNrSOl5Zo,0.846,0.508,-7.873,0.308,0.475,0.000126,0.0961,0.567,126.447,204440
Influence (feat. Dexta Daps),WSTRN,6QC19cMrtbLNrZMH2bVl7w,0.719,0.655,-4.519,0.0999,0.202,0.0,0.157,0.238,125.925,233226
Da Maximum,Giggs,0aPp6AoN4sZg4a9tXmowKd,0.699,0.519,-11.925,0.0707,0.000251,0.564,0.329,0.204,129.084,167684
My G (feat. Ed Sheeran),Aitch,6Iqz3QB6zSdn1N61acinau,0.786,0.572,-7.362,0.164,0.62,0.0,0.241,0.537,100.121,198057
BEAUTIFUL (feat. Future & SZA),DJ Khaled,5kYSScXYOZYyi0fxramiW6,0.489,0.55,-6.729,0.233,0.103,0.0,0.118,0.241,171.882,223233
Who Else (feat. Unknown T),Tion Wayne,6BERzZBkuvnjuf7dUYOL3R,0.722,0.784,-5.118,0.264,0.345,2.03e-05,0.0763,0.631,139.712,154286
Unload - Reload,WSTRN,0FXX1cSf3T20Ch3uqL15Wo,0.614,0.598,-4.607,0.252,0.02,5.76e-06,0.13,0.398,66.081,230064
Beat the Odds,Lil Tjay,2BJWxD8xKrDv8vneTvTIm9,0.498,0.625,-7.452,0.342,0.054,0.0,0.175,0.478,84.821,150000
Munch (Feelin’ U),Ice Spice,1jOgJN75btuUONIdf57vHz,0.811,0.528,-7.278,0.275,0.291,0.0,0.0787,0.635,166.084,104819
Lucious,Knucks,1c90f63JrnaQZxKBdJdbPn,0.857,0.714,-6.055,0.146,0.0839,0.0,0.281,0.449,139.999,198900
blessing me (with Pa Salieu & Skillibeng),Mura Masa,3wyfDf57MYVDeGW8qYIWsn,0.576,0.66,-6.022,0.421,0.376,0.0,0.0777,0.797,200.087,165507
Energy,Bugzy Malone,6UoIrO15w3w62Jj8kGCnR7,0.723,0.879,-3.983,0.0535,0.0256,0.0,0.308,0.779,130.035,186000
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,0g2Bbgy7P41pFjMWJuzsf4,0.718,0.461,-7.676,0.0797,0.068,0.0,0.283,0.181,129.953,178176
Super Freaky Girl,Nicki Minaj,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,-2.653,0.241,0.0645,1.77e-05,0.309,0.912,133.01,170977
Doja,Central Cee,3LtpKP5abr2qqjunvjlX5i,0.911,0.573,-7.43,0.288,0.38,0.0,0.403,0.972,140.04,97393
Can't Be Us,Headie One,2hZ17zF5a03Ly4by80wI2M,0.647,0.637,-6.338,0.38,0.74,0.0,0.152,0.823,74.24,201555
Last Last,Burna Boy,2PDgArI0p7UkeYgXWuqpmh,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,172342
Under The Influence,Chris Brown,5IgjP7X4th6nMNDh4akUHb,0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613
In The Moment,Bellah,5T7CQ8uxqtIEzZ47zUBnz0,0.65,0.827,-5.564,0.0628,0.155,1.27e-05,0.106,0.426,92.2,193291
Clockwork (feat. Spice),Stefflon Don,4GgvXbDt6qKWCSI8Fw2cVs,0.902,0.797,-5.494,0.169,0.367,6.84e-05,0.15,0.962,104.981,152917
Man In The Mirror,D-Block Europe,40CqacI9p2CRWPXKUNppPW,0.693,0.611,-11.8,0.385,0.264,0.0,0.0966,0.592,92.965,185806
LA Leakers Freestyle,Central Cee,5gpyyqA9WZyWu24ESUzrkk,0.797,0.832,-6.084,0.226,0.0248,5e-06,0.593,0.906,142.001,178000
WAIT FOR U (feat. Drake & Tems),Future,59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,189893
Ungrateful (feat. Key Glock),Megan Thee Stallion,6vA7RdHmU23h3ygUPPFXz5,0.94,0.606,-5.826,0.195,0.0215,0.0,0.18,0.507,130.0,154433
Cloak & Dagger (feat. J Hus),Burna Boy,0cE68B5sCz9f3snJ5ueTGZ,0.62,0.601,-6.635,0.221,0.154,0.00108,0.271,0.46,103.748,211050
Can't Forgive,MoStack,1prWAsunNCjB4nuoTkqVuN,0.636,0.703,-4.282,0.272,0.501,0.000124,0.174,0.629,65.868,189339
Many Ways (feat. Wizkid),BNXN fka Buju,0lWW0X74IvjNlgY5glykvY,0.773,0.526,-11.858,0.0809,0.579,0.00297,0.169,0.813,99.989,227328
Busy,K-Trap,1uX8TkVO7QxSoleWuAV8qg,0.842,0.695,-6.024,0.207,0.0168,0.0,0.0954,0.193,138.048,146087
Sticky,Drake,4rmVZajAF7PkrCagGPHbqa,0.853,0.495,-14.63,0.14,0.0917,0.000217,0.0844,0.0774,137.027,243228
Rolling Stone,B Young,5JHMXUWq4FxSuZndpq3wKI,0.832,0.689,-4.696,0.0859,0.178,1.65e-05,0.081,0.659,119.882,200210
