song_name,song_artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Let Me Go,3 Doors Down,6A1yZW5SLd9hpLZsG29hCQ,0.478,0.863,-4.914,0.0387,0.0181,0.0,0.111,0.491,92.004,243053
Lips Of An Angel,Hinder,40LQiUUUKXVGyNs09lHVjW,0.476,0.736,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,261853
You're Going Down,Sick Puppies,5FQXMRDSTkn9fowDJ3kZo8,0.49,0.833,-5.899,0.0487,0.0116,0.000504,0.15,0.39,89.981,187347
Heart-Shaped Box,Nirvana,144IMbY4x1EeUnjYr2uDcB,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160
Rape Me,Nirvana,7qIW8MsqBUsSP2KlZhWP06,0.42,0.746,-10.628,0.0467,0.0141,0.0,0.0661,0.229,111.886,170000
Dumb,Nirvana,4Zawb6nn8bBG7PhR7JrUen,0.697,0.395,-13.58,0.0281,0.428,0.653,0.173,0.876,113.589,151893
All Apologies,Nirvana,2xAiwGGuaqdEklu33zEXr9,0.446,0.632,-12.197,0.034,0.0793,0.000266,0.0853,0.359,113.176,230960
Smells Like Teen Spirit,Nirvana,4CeeEOM32jQcH3eN9Q2dGj,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920
Come As You Are,Nirvana,2RsAajgo0g7bMCHxwH3Sk0,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920
Lithium,Nirvana,5vHLwhxxlGzmClMcxRRFPr,0.678,0.656,-6.41,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053
Drain You,Nirvana,0bTLGlCqwZXwJGWGE2Dywg,0.325,0.929,-5.625,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,223880
Black Hole Sun,Soundgarden,2EoOZnxNgtmZaD8uUmz2nD,0.35,0.828,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587
Rooster,Alice In Chains,0wvIGFIgbyz4JNwQhZgTv2,0.271,0.551,-8.46,0.0272,0.0307,0.000581,0.118,0.2,143.899,374333
This Is a Call,Foo Fighters,2wO8aOvN1ogLy1N8XT1WJE,0.261,0.964,-6.654,0.0638,0.00141,2.87e-05,0.183,0.326,162.902,233360
Monkey Wrench,Foo Fighters,44wXefe8WB9Fd6xwtmAwbR,0.401,0.953,-4.276,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,231480
My Hero,Foo Fighters,4dVbhS6OiYvFikshyaQaCN,0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,260027
Breakout,Foo Fighters,2kh0u2d2YKQ7BCqeLPdHk6,0.421,0.938,-4.212,0.0522,5.18e-05,0.00291,0.124,0.427,156.794,200800
Learn to Fly,Foo Fighters,5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293
Times Like These,Foo Fighters,67vYdAAM3oGsEImCRfbtsF,0.376,0.908,-3.793,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,265560
All My Life,Foo Fighters,6tsojOQ5wHaIjKqIryLZK6,0.577,0.604,-5.703,0.0495,0.000218,0.000579,0.477,0.637,167.719,263440
Best of You,Foo Fighters,5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627
The Pretender,Foo Fighters,7x8dCjCr0x6x2lXKujYD34,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984,269373
Rope,Foo Fighters,7v0mtl6oInUtHOmTk2b0gC,0.507,0.728,-4.874,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,259027
These Days,Foo Fighters,2kN05N1AQQplsgFweFAqYb,0.531,0.664,-4.428,0.0304,0.000261,0.0,0.205,0.215,135.3,298267
Walk,Foo Fighters,76Je5Wklky23mVoxiRszcN,0.234,0.865,-5.131,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,255960
Drive,Incubus,7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565,232453
Glycerine - Remastered,Bush,5buITai6eMzU8rJonMEI6e,0.421,0.335,-11.384,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,266493
Suck My Kiss,Red Hot Chili Peppers,0psB5QzGb4653K0uaPgEyh,0.623,0.936,-9.955,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,217133
Give It Away,Red Hot Chili Peppers,0uppYCG86ajpV2hSR3dJJ0,0.666,0.936,-9.919,0.0476,0.00244,0.086,0.153,0.776,91.577,282907
Parallel Universe,Red Hot Chili Peppers,1Se0r96r0gnqg67kJPmESc,0.343,0.983,-2.359,0.212,0.00107,0.296,0.0708,0.186,124.536,269360
Around the World,Red Hot Chili Peppers,0aGQHMr7bc23Y9Ts84ffop,0.504,0.96,-1.464,0.183,0.00417,0.569,0.0613,0.774,96.682,238733
Scar Tissue,Red Hot Chili Peppers,1G391cbiT3v3Cywg8T7DM1,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907
Otherside,Red Hot Chili Peppers,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373
Californication,Red Hot Chili Peppers,48UPSzbZjgc449aqz8bxox,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,329733
Easily,Red Hot Chili Peppers,3QJnjJH53Ocg22MaLutrgJ,0.283,0.982,-0.32,0.0703,0.000204,0.0756,0.0627,0.438,124.149,231333
By the Way,Red Hot Chili Peppers,2t0ZYmVXMR36fchq1Egs2d,0.452,0.976,-4.349,0.117,0.016,0.00631,0.0985,0.178,123.035,216973
The Zephyr Song,Red Hot Chili Peppers,2UaJHs6wlASNl7q34j7hK1,0.717,0.782,-4.086,0.0338,0.0108,2.39e-05,0.0904,0.4,117.38,231933
Can't Stop,Red Hot Chili Peppers,4BcS4LomxUnQpzx4hCaJTs,0.62,0.934,-3.427,0.0411,0.0201,0.0,0.19,0.887,91.234,269000
Dani California,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160
Snow (Hey Oh),Red Hot Chili Peppers,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667
Stadium Arcadium,Red Hot Chili Peppers,4y84ILALZSa4LyP6H7NVjR,0.491,0.707,-3.925,0.0318,0.0236,2.69e-06,0.156,0.219,113.474,314773
Tell Me Baby,Red Hot Chili Peppers,0itNMuBHye9fu392b4e9oa,0.695,0.993,-3.114,0.0612,0.00177,0.00246,0.0814,0.281,107.951,247667
Dark Necessities,Red Hot Chili Peppers,2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000
Undone - The Sweater Song,Weezer,5WhtlIoxoZrMmuaWWEQhwV,0.457,0.618,-6.682,0.0296,0.00114,0.00257,0.0679,0.579,80.184,305533
Say It Ain't So,Weezer,6VoIBz0VhCyz7OdEoRYDiA,0.634,0.551,-7.136,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,258827
Island In The Sun,Weezer,2MLHyLy5z5l5YRp7momlgw,0.654,0.81,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307
Santa Monica,Everclear,37EJtTS7jT5WUyXGZzrwnI,0.491,0.942,-5.333,0.132,0.156,0.0,0.367,0.387,100.446,191507
Father Of Mine,Everclear,2hx4ptqsE8dboLH3NCLmaN,0.568,0.94,-5.401,0.0411,0.000431,4.96e-05,0.0779,0.738,97.096,231400
Semi-Charmed Life,Third Eye Blind,42et6fnHCw1HIPSrdPprMl,0.64,0.864,-6.576,0.0314,0.00832,0.0,0.123,0.701,102.026,268360
Jumper - 1998 Edit,Third Eye Blind,3354J49VpkbZJho7Ztdzpw,0.599,0.543,-9.226,0.0302,0.0129,0.00204,0.291,0.624,91.105,272973
The Drug In Me Is You,Falling In Reverse,1mB7dCUM7sPyNab6R43nlj,0.548,0.855,-3.266,0.151,0.0149,0.0,0.127,0.644,145.133,218787
I'm Not A Vampire,Falling In Reverse,7l0Lr7Tl4Gt8hQj4v3rwtf,0.235,0.965,-2.882,0.28,0.00887,0.0,0.0448,0.322,185.278,231840
Sink Or Swim,Falling In Reverse,7bsUUgGrtXLxnyjLs226xN,0.578,0.909,-3.798,0.2,0.0238,0.0,0.258,0.382,74.985,285480
Caught Like A Fly,Falling In Reverse,0RfNw4pORHIb4dRw1tud6n,0.332,0.78,-4.481,0.0609,0.0313,0.0,0.329,0.514,185.132,276827
Rolling Stone,Falling In Reverse,31X64Lz1VD4OgvpDekNKNO,0.468,0.977,-2.621,0.196,0.0357,0.0,0.272,0.406,174.181,233016
Champion,Falling In Reverse,63x0C2ADUc5bppenvcdrnG,0.438,0.984,-2.949,0.29,0.00346,0.0,0.0489,0.157,193.939,242800
Born to Lead,Falling In Reverse,7tSeCwxEuv5kQWbA3yBHMy,0.408,0.984,-3.421,0.0997,0.000701,0.0,0.0622,0.374,174.074,319581
Self-Destruct Personality,Falling In Reverse,0yG1vrFUVf4C4yTSIO22s3,0.442,0.989,-3.512,0.105,0.00827,0.0,0.368,0.353,170.121,256066
Don't Mess With Ouija Boards,Falling In Reverse,2lT3pVgAD7qvT98NhUg9Rj,0.363,0.943,-3.398,0.107,0.00333,0.0,0.108,0.211,98.463,295880
Beverly Hills,Weezer,1yKu2MhpwzDXXH2tzG6xoa,0.693,0.823,-3.761,0.0726,0.0932,0.0,0.328,0.741,87.904,196093
Scars,Papa Roach,3TAtUJc4Sj913Cs5gBUeu0,0.455,0.929,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782,208199
Through Glass,Stone Sour,5NeIONQWJ25uPylJBJiO4c,0.545,0.753,-4.618,0.036,0.0417,0.0,0.389,0.434,105.754,282947
Ignorance,Paramore,5ZdrNnYV5VZWds4WXKf8kf,0.522,0.964,-2.645,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627
Still into You,Paramore,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,216013
Ain't It Fun,Paramore,1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520
Wonderwall - Remastered,Oasis,7ygpwy2qP3NbrxVkHvUhXY,0.375,0.893,-4.097,0.0406,0.000509,0.0,0.187,0.434,174.323,258773
Enter Sandman,Metallica,5sICkBXVmaCQk5aISGR3x1,0.577,0.828,-8.691,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267
Loser,Beck,5NTZM8YYeKM2YsGSffVIge,0.615,0.616,-10.39,0.133,0.0399,0.000129,0.348,0.836,170.776,235000
Would?,Alice In Chains,5sFDReWLrZHLFZFjHsjUTS,0.305,0.833,-7.981,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773
Santeria,Sublime,2hnMS47jN0etwvFPzYk11f,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747
Possum Kingdom,Toadies,56SkdBKyR2zOkjk6wVFI9s,0.643,0.726,-9.314,0.0255,0.000772,0.00969,0.07,0.925,100.687,308333
What I Got,Sublime,3B4q6KbHbGV51HO3GznBFF,0.804,0.696,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,170907
Champagne Supernova - Remastered,Oasis,2A7GGXmTlXuH9LOvBXgOX4,0.293,0.817,-3.786,0.039,0.458,0.0509,0.355,0.138,150.249,451320
Daughter - Remastered,Pearl Jam,53eJFr4Mfbw5PXJ01K6cFw,0.615,0.702,-9.686,0.0278,0.00746,0.00431,0.0608,0.734,96.987,234333
The Curse of Curves,Cute Is What We Aim For,6uzuW7L1t1UhnzbfXwtMtQ,0.534,0.792,-4.512,0.0677,0.39,0.0,0.191,0.477,145.881,203627
The Cave,Mumford & Sons,2F79HavLHwJlfvvJOkkIQD,0.592,0.499,-9.463,0.0375,0.0536,4.52e-05,0.113,0.346,141.937,215627
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400
R U Mine?,Arctic Monkeys,2AT8iROs4FQueDv2c8q2KE,0.288,0.758,-5.692,0.0371,0.00616,0.0,0.303,0.619,97.094,201726
Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920
In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,216880
Aerials,System Of A Down,4e9eGQYsOiBcftrWXwsVco,0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053
Chop Suey!,System Of A Down,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240
Toxicity,System Of A Down,0snQkGI5qnAmohLE7jTsTn,0.413,0.873,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933
B.Y.O.B.,System Of A Down,0EYOdF5FCkgOJJla8DI2Md,0.538,0.981,-2.688,0.14,0.00662,0.0,0.219,0.711,101.414,255467
Hunger Strike - 25th Anniversary Mix,Temple Of The Dog,3CtphwpjC0XjIVpLFvGiQR,0.384,0.735,-6.522,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,246267
Down with the Sickness,Disturbed,40rvBMQizxkIqnjPdEWY1v,0.695,0.876,-4.262,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213
The Sound of Silence,Disturbed,0eZBeB2xFIS65jQHerispi,0.322,0.28,-9.367,0.0281,0.468,1.1e-06,0.102,0.175,85.794,248467
I Stand Alone,Godsmack,6eYUbXmncekAKMYZcsSkyD,0.218,0.93,-4.438,0.0633,4.15e-05,0.0,0.126,0.367,166.078,246040
Song 2 - 2012 Remaster,Blur,1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160
The Sky Is A Neighborhood,Foo Fighters,3kdMzXOcrDIdSWLdONHNK5,0.357,0.549,-7.843,0.0698,0.000798,0.00485,0.22,0.531,130.749,244573
Never Too Late,Three Days Grace,5y7NRMui3GLbwj2zBaOqo1,0.433,0.778,-4.68,0.0371,0.00838,0.0,0.163,0.217,149.864,209333
When Did Your Heart Go Missing?,Rooney,7bBEDtVmP86Zli3NmBV17y,0.598,0.93,-4.014,0.0466,0.00176,0.0,0.0353,0.97,175.795,213333
I Can't Get Enough,Rooney,03ptKDSywyW8ZG0k6ST0kg,0.803,0.82,-4.978,0.0322,0.0661,6.48e-05,0.127,0.799,100.061,186013
Satellite,Guster,4wOHTxl4euh0hMGU9CJERL,0.545,0.747,-6.304,0.0288,0.0035,0.0525,0.118,0.641,131.936,273160
One Step Closer,Linkin Park,3K4HG9evC7dg3N0R9cYqk4,0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333
Breaking the Habit,Linkin Park,3dxiWIBVJRlqh9xk144rf4,0.579,0.849,-5.218,0.0303,0.108,0.0,0.0909,0.581,100.021,196907
Want You Bad,The Offspring,6hwQ69v7VbPhTTR2fOtYX7,0.491,0.966,-4.28,0.0538,5.59e-05,0.0,0.307,0.614,105.544,202573
Sex & Candy,Marcy Playground,5mkGfmJGFZpwK9nA5amOhv,0.67,0.558,-9.159,0.0251,0.238,0.0,0.106,0.63,80.511,173493
Closing Time,Semisonic,1A5V1sxyCLpKJezp75tUXn,0.478,0.854,-5.454,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,274160
Zombie,The Cranberries,7EZC6E7UjZe63f1jRmkWxt,0.309,0.649,-8.994,0.035,0.0158,0.00591,0.367,0.312,166.915,306440
Prayer Of The Refugee,Rise Against,2VGQ342iuqj6aSaYbyBQVJ,0.198,0.977,-3.499,0.173,0.00131,4.62e-05,0.23,0.351,195.795,199387
Dirty Little Secret,The All-American Rejects,5ZdzNVOmCSp5HFLk0EgvJS,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,193653
Inside Out,Eve 6,4GiVcDqNQI0fc0yYuRGH9m,0.483,0.818,-7.666,0.0444,0.114,0.0,0.367,0.691,175.668,219467
Scotty Doesn't Know,Lustra,1LkoYGxmYpO6QSEvY5C0Zl,0.317,0.887,-4.525,0.0472,0.000449,9.23e-06,0.363,0.544,174.009,175200
Every Morning,Sugar Ray,2ouURa1AIXp3AvkS52Jry5,0.833,0.679,-4.496,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867
Right Now,SR-71,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,-3.322,0.0392,0.000289,7.41e-06,0.324,0.731,116.273,167200
Move Along,The All-American Rejects,58HpsDKeYoLtNhXFQyQmz5,0.526,0.92,-3.866,0.0472,0.000124,0.0,0.371,0.615,109.86,238880
Stacy's Mom,Fountains Of Wayne,27L8sESb3KR79asDUBu8nW,0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,197987
Never Let You Go - 2008 Remaster,Third Eye Blind,1sxUaLi0G2vB7dl4ogtCxH,0.728,0.94,-5.034,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240
Absolutely (Story of a Girl) - Radio Mix,Nine Days,3mNecsYFb6LQg7822DPXCP,0.481,0.94,-5.204,0.066,0.000891,0.0,0.0939,0.66,96.493,189333
How You Remind Me,Nickelback,0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094,223840
Only One,Yellowcard,0gZp88SA5OcujHLDGkxtI3,0.477,0.907,-4.814,0.0899,8e-05,7.82e-05,0.149,0.304,81.291,257400
It Ends Tonight,The All-American Rejects,5ZqNz8GXWpkb95f7aVxTA0,0.454,0.631,-4.733,0.0268,0.00233,0.0,0.177,0.313,87.888,244827
Elevated,State Champs,2GNkR4EfPnXi0zRl5A89ky,0.267,0.981,-2.04,0.136,0.00548,0.0,0.0346,0.456,188.181,209021
Hard to Please,State Champs,2wFIIVDNHGyVbj7SR8czAX,0.418,0.98,-1.727,0.106,0.000214,0.000258,0.322,0.444,96.023,182703
Simple Existence,State Champs,2mpiO7WTKwVMDtUa6VQQez,0.413,0.977,-2.377,0.136,0.000802,0.0,0.0243,0.511,164.98,225655
Easy Enough,State Champs,0VcMizSJ4mbMsxs4ugfM18,0.498,0.956,-2.758,0.0842,0.00341,0.0,0.254,0.672,94.459,179027
Lock Meowt,Carousel Kings,0eBOrp5WRPKHEuVdQuMuJm,0.491,0.971,-3.218,0.0723,5.64e-05,0.0,0.425,0.599,120.047,200406
Crawling,Linkin Park,57BrRMwf9LrcmuOsyGilwr,0.58,0.702,-5.565,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960
Parachute,Neck Deep,1gXAB8LVnrNFVkj4kBdaSE,0.572,0.935,-3.991,0.0434,0.00034,3.8e-06,0.209,0.655,112.034,220696
Where Do We Go When We Go,Neck Deep,1MpimPh4legrECmPHcdofR,0.483,0.955,-3.131,0.128,0.00156,1.24e-05,0.184,0.454,169.815,218253
Serpents,Neck Deep,4SqIMK3ILlAsC4FkVgC4Lf,0.357,0.915,-4.53,0.0867,2.79e-05,0.0746,0.0972,0.474,184.82,165047
Jamie All Over,Mayday Parade,05qCCJQJiOwvPQBb7akf1R,0.426,0.868,-3.702,0.047,6.54e-05,0.0,0.0723,0.402,149.042,216000
"You Be The Anchor That Keeps My Feet On The Ground, I'll Be The Wings That Keep Your Heart In The Clouds",Mayday Parade,5B7xzzpqgWY6sdiebvEVJA,0.261,0.592,-4.665,0.0317,0.0451,0.0,0.254,0.329,139.242,276173
Stupid for You,Waterparks,0NDGw9x9QPXA1McI0OPHZd,0.581,0.922,-3.408,0.0667,0.0235,0.0,0.202,0.595,118.409,191545
It's Complicated,A Day To Remember,0P0s7PqS6x2Y0Nx8cerAMK,0.199,0.934,-3.471,0.157,0.000203,0.0,0.0628,0.643,195.01,177240
Better Off This Way,A Day To Remember,2kUkZRk6U2GaJq0z5SsKWz,0.38,0.965,-3.442,0.0971,9.33e-05,0.0,0.371,0.566,160.061,206360
The Downfall Of Us All,A Day To Remember,1KHKeIouP04dDtl0EetgED,0.588,0.881,-4.62,0.0666,0.000252,0.0,0.326,0.709,129.947,209093
NJ Legion Iced Tea,A Day To Remember,2cZsWmiDkjRxBKorL7Idp6,0.491,0.859,-5.021,0.106,2.65e-05,0.0,0.385,0.666,148.875,211133
Have Faith In Me,A Day To Remember,4IX6QvjOI62tyHigVsTUlv,0.507,0.933,-4.7,0.0869,7e-05,0.0,0.105,0.715,149.996,188813
Another Song About The Weekend,A Day To Remember,7tbiocoo8o82H8VAb3cppH,0.443,0.941,-4.824,0.0648,2.39e-05,0.0,0.0965,0.644,163.007,225653
If It Means A Lot To You,A Day To Remember,3rEwGRmPVVudVjqdgv0tRR,0.584,0.536,-8.158,0.0279,0.112,0.0,0.456,0.441,127.001,243227
Fat Lip,Sum 41,4KacUpvbA3Mfo05gttTjhN,0.402,0.914,-5.215,0.142,0.000579,0.0,0.065,0.626,196.505,178267
Creep,Radiohead,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640
Lump,The Presidents Of The United States Of America,2JdzB67NvIa90K4gEZPLeX,0.499,0.873,-3.902,0.0386,0.00468,0.0,0.165,0.864,142.726,134200
Vasoline - 2019 Remaster,Stone Temple Pilots,4fjsOdrWMaKf70x21h5XbX,0.295,0.977,-7.086,0.088,0.00147,0.000187,0.0887,0.353,168.672,176547
Welcome to My Life,Simple Plan,10rChmECwPcvTTj4w07hq4,0.421,0.858,-4.535,0.0963,0.0134,0.0,0.067,0.491,173.255,206773
Linoleum,NOFX,4uB28m7RAflobYpnLMb6A2,0.18,0.934,-8.699,0.115,3.32e-05,0.000551,0.0702,0.433,197.043,130267
If You Could Only See,Tonic,4KoNBTm9a55KgLMtEaf3n6,0.433,0.946,-5.138,0.0398,0.00264,0.0,0.198,0.578,95.169,261520
Fly,Sugar Ray,3uPfVXcjnpOjyzI3jb3js4,0.835,0.648,-8.15,0.0488,0.0202,0.225,0.308,0.674,99.701,244640
Are You Gonna Be My Girl,Jet,305WCRhhS10XUcH6AEwZk6,0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800
Take Me Out,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027
Iris,The Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,-8.072,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533
Push,Matchbox Twenty,2KVwlelhxKUy8LVV6JypH3,0.42,0.672,-7.902,0.027,0.0067,0.0,0.108,0.476,168.019,238667
Clint Eastwood,Gorillaz,1RKUoGiLEbcXN4GY4spQDx,0.663,0.694,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,340920
Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,222640
Soul to Squeeze,Red Hot Chili Peppers,3arKRnq9OUd7yq6LRwVW8I,0.663,0.546,-5.234,0.0269,0.0322,0.000572,0.107,0.656,88.171,289533
Slide,The Goo Goo Dolls,0nnwn7LWHCAu09jfuH1xTA,0.395,0.843,-4.476,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067
Be My Escape,Relient K,5eK5xQl8EGzR5zYkxaDCAn,0.553,0.864,-5.062,0.0396,0.00605,0.0,0.132,0.298,112.51,240453
Breaking the Girl,Red Hot Chili Peppers,0cG9ocYqYOIVtgiWTmTe3g,0.348,0.686,-12.748,0.0319,0.0233,0.00256,0.145,0.635,178.466,295373
Mr. Jones,Counting Crows,5DiXcVovI0FcY2s0icWWUu,0.578,0.817,-6.542,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293
Two Princes,Spin Doctors,0cuq829zRNq4AEdmDJA4aw,0.544,0.905,-10.732,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,256947
Losing My Religion,R.E.M.,31AOj9sFz2gM0O3hMARRBx,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427
Girl All the Bad Guys Want,Bowling For Soup,0KqyBk4aVT88TEqBIC8mAP,0.582,0.829,-5.688,0.0465,0.000517,0.0,0.266,0.867,130.969,197800
Kali Ma,Neck Deep,4HsWOiIPuQ6tCT3suvGWMK,0.449,0.942,-3.73,0.0676,4e-05,0.393,0.0825,0.588,102.62,170797
3AM,Matchbox Twenty,5vYA1mW9g2Coh1HUFUSmlb,0.521,0.673,-8.685,0.0284,0.00573,0.0,0.12,0.543,108.031,225947
December (again) [feat. Mark Hoppus],Neck Deep,1Ztka7fCyxUv46FW1mZH9T,0.403,0.953,-3.213,0.119,9.74e-05,0.0,0.0915,0.362,160.035,213035
Lay Me Down (feat. Sublime With Rome),Dirty Heads,4L0nc0tHfDjr3HlAm1EFeu,0.672,0.747,-7.708,0.0904,0.0428,0.0,0.102,0.742,169.981,215147
All My Best Friends Are Metalheads,Less Than Jake,1hh4GY1zM7SUAyM3a2ziH5,0.582,0.91,-4.566,0.107,0.0755,1.03e-06,0.0992,0.733,92.179,211400
Give It All,Rise Against,5O6SumCYk8Ug81UbfXAPJC,0.587,0.942,-3.167,0.0727,0.000354,0.00172,0.0762,0.389,103.061,170893
Coffee Talk,Broadside,7wXays9vrRN3i4wBpBYb2d,0.274,0.963,-2.956,0.153,0.00041,0.00303,0.36,0.412,174.021,174147
She's so High,Tal Bachman,7mnGQesk1TzQLzQ9bYWZPR,0.537,0.84,-4.626,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693
All Signs Point To Lauderdale,A Day To Remember,0T8P86fvSK8kCUJFYPZbIH,0.425,0.983,-3.437,0.114,0.000263,0.0,0.114,0.513,149.95,197200
Grand Theft Autumn / Where Is Your Boy,Fall Out Boy,3JOdLCIBzQYwHIvpN3isVf,0.628,0.886,-3.805,0.0608,0.000706,0.0,0.275,0.72,135.45,191373
Girl's Not Grey,AFI,3fttmSWGThBQTNkuHMoCTN,0.389,0.905,-4.494,0.0354,0.00844,0.00016,0.124,0.672,121.836,190493
Secret Crowds,Angels & Airwaves,5tz7UrfFRduRbQgrn91B6Y,0.46,0.975,-4.673,0.0821,0.00636,0.0,0.259,0.662,154.08,302800
Quicksand,The Story So Far,1R1yJO9oVNcq1ae8AZH0kT,0.349,0.995,-2.622,0.143,0.000989,0.0,0.0955,0.223,189.936,158533
Little Lion Man,Tonight Alive,6oyJip5XQHRqcsy6hOTqw3,0.588,0.698,-4.047,0.0444,0.00197,8.01e-05,0.114,0.553,129.95,233147
Stuck In America,Sugarcult,18Gb1gqRi5A50PYh0MDukc,0.35,0.944,-4.423,0.0642,0.000926,0.000173,0.435,0.434,180.258,176867
So Far Away,Staind,6FOpPA0a80RuBqqgDozvja,0.407,0.896,-2.935,0.063,0.012,0.0,0.196,0.156,138.697,243573
Better Than Me,Hinder,10fddGyyeUquZZ2uPTjD7P,0.449,0.682,-5.295,0.029,0.205,0.0,0.175,0.254,139.924,223533
