song_name,song_artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Buddy Holly,Weezer,3mwvKOyMmG77zZRunnxp9E,0.556,0.92,-4.606,0.0367,0.00271,0.00021,0.117,0.771,121.138,159227
I Hate Everything About You,Three Days Grace,6rUp7v3l8yC4TKxAAR5Bmx,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,231480
The Kill (Bury Me),Thirty Seconds To Mars,1p1nO35bbi4ZlQgjIA4oa4,0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533
Everlong,Foo Fighters,5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547
Under the Bridge,Red Hot Chili Peppers,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307
Ride,Twenty One Pilots,2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,214507
Miss Murder,AFI,0Ti2dlF2xLjXblvdU5fCxM,0.308,0.873,-4.542,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587
It's Been Awhile,Staind,1BExV8JprNJLvLeDE9qdEW,0.509,0.774,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707
Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,272394
Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,203347
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,204347
Howlin' for You,The Black Keys,4yffABDkB5A9flvr9vQFck,0.725,0.747,-5.545,0.0876,0.0272,0.0468,0.104,0.38,132.921,191956
Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018,185587
Bring Me To Life,Evanescence,0COqiPhxzoWICwFCS4eZcp,0.331,0.943,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893
Swing Life Away,Rise Against,3yupzluZdw77zjfskZnQgc,0.487,0.427,-6.949,0.0405,0.545,0.0,0.0909,0.803,185.117,200067
Ready To Fall,Rise Against,3tbZL9VsjRlDekb1Wt7m2Q,0.446,0.985,-3.784,0.0719,9.33e-05,0.000342,0.0787,0.496,128.573,227707
Injection,Rise Against,75rAjnPV6h0RgSORx2dUPi,0.42,0.995,-2.99,0.0829,0.000229,8.13e-05,0.102,0.427,105.605,199213
Re-Education (Through Labor),Rise Against,6c1Bdvp208X0jbLmFnWbkC,0.243,0.947,-3.388,0.102,0.000417,3.41e-05,0.133,0.338,147.586,222453
The Dirt Whispered,Rise Against,5CAaWuGhF4XvUm2liCkThA,0.324,0.938,-3.436,0.0445,0.000121,2.58e-05,0.144,0.666,104.733,189080
Audience Of One,Rise Against,1YkozbENeETx2a45JWrr8E,0.392,0.93,-3.845,0.0431,0.000251,2.07e-05,0.253,0.611,161.841,245480
Architects,Rise Against,1O7oz3f9EuSeeX0J7t5z6J,0.183,0.984,-2.654,0.186,0.000571,1.84e-05,0.288,0.36,182.41,222627
Help Is On The Way,Rise Against,09jPXOz0LS0kpqmkQRaFPO,0.336,0.951,-3.587,0.0707,0.000123,0.00108,0.0333,0.596,108.043,237480
Satellite,Rise Against,5sG3G54H21hNfd5etlheoe,0.387,0.94,-4.16,0.0528,0.00369,0.0,0.0759,0.444,134.876,238573
Wait For Me,Rise Against,3nlnq3U8VrxOyp2mjXQAPA,0.391,0.889,-4.179,0.052,0.0133,2.87e-06,0.113,0.209,146.197,219693
Simple Man - Acoustic,Shinedown,4VuKGQiCzE5BdSdvp6Hjoh,0.568,0.367,-8.15,0.0318,0.768,0.0,0.279,0.41,121.074,320267
Devour,Shinedown,65f3M1uGKcxbCpXP3KLUOm,0.337,0.981,-3.54,0.141,6.68e-05,0.000717,0.0697,0.228,176.995,229973
Second Chance,Shinedown,0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011,222067
Sound of Madness,Shinedown,0W9Xvd4Qx1aZPxEi94vgRY,0.328,0.939,-1.654,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987
If You Only Knew,Shinedown,0CkSF2TAqIu8TJaVwwAOnT,0.449,0.956,-4.011,0.0398,0.000347,0.0,0.325,0.321,97.011,226640
Cut the Cord,Shinedown,4LFBVDJV0xpayUvquQVzhS,0.447,0.966,-2.966,0.089,0.00349,0.000198,0.312,0.533,178.105,224597
Breath,Breaking Benjamin,59TLlOD6sH4cCTSF6ITRkA,0.467,0.865,-4.158,0.0351,0.000127,0.000339,0.088,0.328,91.447,218467
The Diary of Jane - Single Version,Breaking Benjamin,5pvJ59i7JxylN8VB24xdMs,0.392,0.965,-4.441,0.063,6.97e-05,0.0427,0.106,0.298,167.094,200547
Here We Are,Breaking Benjamin,7Bncv4ahH3qUJydCBzSwao,0.449,0.811,-4.006,0.0315,6.71e-05,0.00105,0.0851,0.195,130.899,258587
I Will Not Bow,Breaking Benjamin,2yXyz4NLTZx9CLdXfLTp5E,0.533,0.955,-3.708,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,216733
Give Me A Sign,Breaking Benjamin,6BWrIaoodtt7EX6kToWZw0,0.196,0.85,-3.644,0.0531,0.00034,1.03e-06,0.0799,0.4,156.725,257693
Anthem Of The Angels,Breaking Benjamin,0qmmx55Ei3i75ViWcY6mEp,0.376,0.717,-4.413,0.0381,0.000465,0.00147,0.0879,0.329,114.975,242720
Dear Agony,Breaking Benjamin,0c3fJd2HRi6uHWgTljIae5,0.358,0.75,-3.572,0.0414,8.49e-05,0.0,0.113,0.218,125.103,258253
Angels Fall,Breaking Benjamin,2D9BrlpeyjXF0vli2dYQ5V,0.4,0.886,-5.078,0.0521,0.000868,0.000211,0.122,0.406,195.958,228867
So Cold,Breaking Benjamin,3xXKwkmkrpZmGpIof83xbE,0.485,0.776,-5.472,0.0525,0.00225,0.000102,0.124,0.26,153.055,273040
Wish I May,Breaking Benjamin,5maVSRFO4BndF5VlNR9kiy,0.518,0.87,-5.966,0.0482,4.03e-05,0.0298,0.343,0.368,117.021,238893
Heavydirtysoul,Twenty One Pilots,7i9763l5SSfOnqZ35VOcfy,0.613,0.873,-6.376,0.0449,0.00397,0.00111,0.367,0.392,129.989,234813
Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333
Fairly Local,Twenty One Pilots,1s9xuJxhYM0LdVqksjegcg,0.715,0.723,-5.993,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,207160
Tear in My Heart,Twenty One Pilots,3bnVBN67NBEzedqQuWrpP4,0.655,0.632,-4.802,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493
Lane Boy,Twenty One Pilots,2P61EK6DMGyVyssLWS4fKy,0.616,0.811,-4.804,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,253093
Car Radio,Twenty One Pilots,5cbpoIu3YjoOwbBDGUEp3P,0.766,0.519,-7.355,0.0366,0.098,0.0,0.0855,0.612,129.972,267720
Pet Cheetah,Twenty One Pilots,7daBwTiPNOVgoMUG4SICgh,0.653,0.684,-7.052,0.199,0.0615,0.000387,0.27,0.355,110.049,198360
Unsteady,X Ambassadors,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,193547
Renegades,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200
Jungle,X Ambassadors,3xgK660fsZH7ZDcOMfIdfB,0.389,0.748,-4.461,0.0805,0.000821,0.00058,0.358,0.216,78.056,189707
The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! At The Disco,4WdopfTdSd0nCLropjhsgH,0.501,0.933,-3.476,0.198,0.0457,0.0,0.376,0.708,170.13,174867
London Beckoned Songs About Money Written by Machines,Panic! At The Disco,0N90pptABhFyr1axONlIEB,0.513,0.934,-3.347,0.163,0.0433,0.0,0.832,0.591,169.907,203613
"Nails for Breakfast, Tacks for Snacks",Panic! At The Disco,5VHwEHR0IfvV4f7V7o0qnt,0.6,0.946,-4.134,0.114,0.0131,0.0,0.296,0.621,145.004,203840
Camisado,Panic! At The Disco,2hgkutEHVmJRg7drAJAFHi,0.538,0.913,-3.493,0.138,0.0177,0.0,0.115,0.409,156.076,191867
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,5eB7w8UZJKjL5XmnC6Pctg,0.66,0.8,-4.644,0.0992,0.106,0.0,0.154,0.476,125.966,200227
Time to Dance,Panic! At The Disco,4C2i4NymWRem1LOVEqwWV6,0.425,0.97,-2.512,0.163,0.0135,0.0,0.291,0.431,170.19,202027
But It's Better If You Do,Panic! At The Disco,2ZqTtndqAZDRAWw2vgZwQK,0.467,0.848,-3.063,0.0716,0.0617,0.0,0.29,0.674,170.038,205752
I Constantly Thank God for Esteban,Panic! At The Disco,3obggbhnOjjnytaGM1hpDR,0.629,0.817,-5.56,0.0696,0.139,0.0,0.135,0.653,167.002,210253
"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,4xSVkbqCz1xaevkjP8xXL5,0.427,0.737,-4.124,0.0474,0.227,0.0,0.376,0.653,116.98,196653
"Build God, Then We'll Talk",Panic! At The Disco,4rstj4vgkFq49R2VV0fbxX,0.418,0.828,-4.132,0.0475,0.136,0.0,0.336,0.448,124.783,220720
Nine in the Afternoon - Single Mix,Panic! At The Disco,1S30kHvkkdMkcuCTGSgS41,0.405,0.689,-5.75,0.0365,0.0843,0.0,0.207,0.397,155.189,191560
This Is Gospel,Panic! At The Disco,3yZQk5PC52CCmT4ZaTIKvv,0.572,0.912,-4.875,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,187187
Victorious,Panic! At The Disco,6od5hFv9IT5JHc7NEF9HRv,0.57,0.865,-4.518,0.0472,0.00205,0.0,0.404,0.691,110.01,178600
Hallelujah,Panic! At The Disco,6TzJLISIitIzn1WtjDY0Op,0.578,0.886,-4.348,0.0633,0.011,0.0,0.143,0.615,80.008,180627
Death of a Bachelor,Panic! At The Disco,1BECwm5qkaBwlbfo4kpYx8,0.462,0.538,-5.527,0.059,0.0137,0.0,0.429,0.405,139.256,203507
Emperor's New Clothes,Panic! At The Disco,3px2rAPu74ltbkf9eZsZ8h,0.562,0.904,-4.947,0.0807,0.00302,0.0,0.0433,0.651,94.481,158667
LA Devotee,Panic! At The Disco,2fmCA13dwQQOGBIbIOWRiJ,0.49,0.848,-5.05,0.0645,0.00043,8.49e-06,0.0665,0.698,175.998,196520
High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,190947
"Dance, Dance",Fall Out Boy,0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.452,180267
"Sugar, We're Goin Down",Fall Out Boy,2TfSHkHiFO4gRztVIkggkE,0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,229093
7 Minutes In Heaven (Atavan Halen),Fall Out Boy,2erNwv0Yti7uirpIU8wbvv,0.468,0.981,-3.295,0.0609,0.000702,0.0,0.124,0.683,186.341,182707
"A Little Less Sixteen Candles, A Little More ""Touch Me""",Fall Out Boy,4pmU8AtVu9qU40Xd9zjEfA,0.538,0.889,-3.586,0.0596,0.00704,0.0,0.312,0.696,133.044,169027
"""The Take Over, The Breaks Over""",Fall Out Boy,3rG8ZkmKHb4Ms6CsSzEITv,0.609,0.917,-2.563,0.0477,0.00614,1.96e-05,0.0775,0.67,149.948,213587
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,1oagRT7LfpVlNJN6FSZDGp,0.435,0.887,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040
I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Fall Out Boy,6A9nyMBdNUzVcFHZUEZ71F,0.529,0.8,-3.79,0.0318,0.00301,1.17e-05,0.102,0.498,96.81,211720
I Don't Care,Fall Out Boy,26VG1uCazw9xtVnq8A1vtd,0.55,0.938,-3.556,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2E43WFS4rRc09za2r2GmZl,0.558,0.924,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827
Alone Together,Fall Out Boy,75SixhsPWyRRmtqHeffiXr,0.552,0.915,-3.713,0.0559,0.0013,3.74e-05,0.206,0.606,90.013,203413
Irresistible,Fall Out Boy,3znPiywA0q1VK2jgAZFDoI,0.484,0.938,-3.123,0.112,0.0706,0.0,0.236,0.444,165.049,206507
Uma Thurman,Fall Out Boy,5PUawWFG1oIS2NwEcyHaCr,0.623,0.962,-2.616,0.0895,0.103,0.000174,0.264,0.676,149.963,211573
Immortals,Fall Out Boy,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,-3.606,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387
I'm Not Okay (I Promise),My Chemical Romance,7lRlq939cDG4SzWOF4VAnd,0.21,0.94,-3.427,0.123,0.00602,0.0,0.269,0.255,179.722,186480
Welcome to the Black Parade,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107
Teenagers,My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647,161920
Famous Last Words,My Chemical Romance,2d6m2F4I7wCuAKtSsdhh83,0.467,0.883,-3.679,0.106,0.000321,0.000152,0.125,0.309,122.252,299227
Face Down,The Red Jumpsuit Apparatus,4wzjNqjKAKDU82e8uMhzmr,0.545,0.932,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956,192000
Ocean Avenue,Yellowcard,23oxJmDc1V9uLUSmN2LIvx,0.486,0.904,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267
Breathing,Yellowcard,0DxN6Ywom8nnndyQXdSBPy,0.382,0.932,-3.726,0.0716,3.5e-05,0.0,0.243,0.57,179.581,218707
Way Away,Yellowcard,63IIUzd6eJBfCGIcF8MFnJ,0.357,0.959,-4.081,0.113,6.93e-06,3.91e-05,0.0825,0.364,179.644,202093
"One Year, Six Months",Yellowcard,7cADRJ05LekX8qqSkJkNRH,0.497,0.59,-7.101,0.026,0.475,0.0,0.144,0.628,89.975,208733
Shadows And Regrets,Yellowcard,0Hvbnz7IZbiaWg0UHucOIS,0.474,0.819,-4.144,0.035,0.0103,0.0,0.105,0.326,108.497,239480
Shrink The World,Yellowcard,0klrTVsumlVPimBGpwNtEo,0.399,0.957,-4.535,0.106,0.000259,0.0,0.23,0.505,172.939,200720
When Your Heart Stops Beating,+44,6yT4ww7r7wDBlwMDUazx0U,0.416,0.967,-2.289,0.109,0.000367,0.0,0.0632,0.431,171.032,192787
My Friends Over You,New Found Glory,4pImG3RdbaGfanzQOTFgyr,0.404,0.98,-4.038,0.107,0.000193,0.0,0.0742,0.433,177.793,220200
All Downhill From Here,New Found Glory,6PAoCw99yAkmpeXmY8IIUE,0.426,0.935,-4.066,0.0925,8.03e-05,0.000512,0.109,0.735,167.977,192427
Hit Or Miss,New Found Glory,7phyKMgHKFdb5zWNWl2Rzj,0.42,0.984,-5.456,0.0939,0.000153,0.000193,0.271,0.643,175.365,202907
Dressed To Kill,New Found Glory,1Kxr33z8sDLtv8K54DVIey,0.439,0.959,-4.741,0.0598,4.3e-05,0.000322,0.0944,0.582,163.14,208067
Head On Collision,New Found Glory,11edIhzFAjPEVbZ92LQKwT,0.403,0.916,-4.409,0.0638,0.000187,0.0965,0.382,0.631,161.887,226840
Forget My Name,New Found Glory,12sw03e7UF7H8gn5Eqt58N,0.511,0.963,-3.974,0.0787,0.000212,6.4e-05,0.367,0.529,111.747,189867
Memory,Sugarcult,0ChpoNjXfJPjMvCIN6so6J,0.449,0.864,-3.892,0.0352,2.04e-05,0.0,0.108,0.713,167.154,226080
The Best Of Me,The Starting Line,1Up4RdOBpChNDytatxKDXP,0.533,0.802,-4.212,0.0384,0.001,0.0,0.314,0.293,106.969,258267
Distraction,Angels & Airwaves,0QYGPHSMTknXeYo3BqMQyz,0.54,0.71,-5.748,0.0251,0.0653,4.52e-06,0.0599,0.431,180.195,336093
The Adventure,Angels & Airwaves,5mQlRdP91RtczegYXG3X63,0.543,0.878,-5.994,0.0472,0.0485,0.00101,0.125,0.189,144.157,312533
Do It For Me Now,Angels & Airwaves,1N79IF2r8yr0gU3LQdrL9r,0.536,0.785,-5.966,0.0435,0.0125,2.43e-05,0.0774,0.519,154.015,273840
Everything's Magic,Angels & Airwaves,4eC8Cq2Q6zIelJgF4nC2DK,0.409,0.933,-3.3,0.0458,6.54e-05,5.17e-05,0.147,0.859,216.02,231413
Call To Arms,Angels & Airwaves,3lGUSc1x03KLsxKuyIEYf1,0.397,0.96,-3.727,0.0853,0.00865,0.000109,0.0989,0.359,180.22,305320
Rite Of Spring,Angels & Airwaves,0c6bSEn6CebqsXJYBdMpjT,0.456,0.988,-4.977,0.0637,0.000266,7.55e-05,0.33,0.414,148.105,262120
Hallucinations,Angels & Airwaves,6NbdGaEe84eqpnCci34uRw,0.407,0.963,-3.605,0.111,0.016,2e-06,0.191,0.261,153.98,279347
True Love,Angels & Airwaves,6SzjXcc5UjmMP1Fzj15tYm,0.526,0.94,-5.657,0.0408,0.00245,0.012,0.112,0.382,128.089,368160
There Is,Box Car Racer,3oQggzwBp8hqUwgoUcb3wJ,0.623,0.853,-5.356,0.0472,0.141,0.0,0.143,0.782,106.098,196600
I Feel So,Box Car Racer,1Igy3egsujfV4WphlW0B7K,0.334,0.964,-3.779,0.172,0.0472,0.00249,0.323,0.232,142.75,270867
And I,Box Car Racer,5IZHmgIkES7t7Kpd9a1wbX,0.602,0.851,-4.899,0.0545,0.00127,0.00201,0.103,0.478,107.018,191827
Letters To God,Box Car Racer,1pU1mucfoUalVw9apwnDhh,0.432,0.549,-4.076,0.0335,0.422,3.72e-05,0.139,0.393,105.966,196093
Flavor Of The Weak,American Hi-Fi,1UkMAtLU8NxsddE7j4zXGO,0.39,0.967,-1.946,0.0644,0.000758,1.74e-05,0.302,0.488,151.944,188840
My Paper Heart,The All-American Rejects,5mSVJjVzZEoVrg6amF8udl,0.496,0.849,-4.975,0.0368,0.000333,9.16e-06,0.354,0.828,171.965,228867
"Swing, Swing",The All-American Rejects,003FTlCpBTM4eSqYSWPv4H,0.553,0.717,-5.857,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,233267
Gives You Hell,The All-American Rejects,5gb9UJkh8TfrNMRYOJNbew,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107
I Wanna,The All-American Rejects,1sYloFVfC8uhNEGo8IM4Ug,0.415,0.913,-5.361,0.0482,0.000543,3.02e-05,0.284,0.427,164.289,208600
Shut Up!,Simple Plan,78pHMOI9qUWonIMySjO3XY,0.507,0.959,-4.763,0.118,0.00104,0.0,0.147,0.436,165.136,182987
Crazy,Simple Plan,6Ous3W4YQyJIXmDq4CyHya,0.378,0.846,-3.187,0.0417,0.00147,0.0,0.0905,0.387,180.27,216560
I'd Do Anything,Simple Plan,4uVjbl6daCwjhDur7qLddu,0.395,0.917,-6.86,0.133,0.00143,0.0,0.261,0.563,169.088,197640
The Worst Day Ever,Simple Plan,5A9AIR8ZbL0GymUeBJldgf,0.468,0.878,-4.4,0.0861,0.000312,0.0,0.312,0.731,143.078,207133
I'm Just a Kid,Simple Plan,6otiaV2fagE3s8IvP6WkwG,0.527,0.834,-5.531,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333
Addicted,Simple Plan,1B8MHa0NveCF1ViBEOZWO5,0.522,0.751,-5.46,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,232067
Lifestyles of the Rich & Famous,Good Charlotte,2g2a5kDeZexbUTD8abcvm6,0.62,0.93,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173
The Great Escape,Boys Like Girls,4j2Z0fivH9kDUhqG69Z3Aa,0.423,0.94,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,206520
The Beach,All Time Low,3xOE5ciDmfQ0VY3WahE0eJ,0.404,0.968,-2.211,0.119,0.0023,0.0,0.128,0.639,167.012,181720
"Dear Maria, Count Me In",All Time Low,0JJP0IS4w0fJx01EcrfkDe,0.459,0.895,-3.126,0.0805,0.00725,0.0,0.206,0.572,181.04,182827
Break Your Little Heart,All Time Low,3d3rJ0qtOU5aNX324mNWfo,0.417,0.951,-3.006,0.0499,0.00295,0.0,0.335,0.643,147.944,171707
This Is How We Do,All Time Low,2rQSAtxX1yuoWq8ZrvUhpL,0.312,0.953,-2.051,0.13,0.0035,0.0,0.348,0.644,198.898,149613
She's A Lady,Forever The Sickest Kids,7rXOUa2yrj80b49sYqV6Qy,0.442,0.909,-5.857,0.0996,0.000978,0.0,0.325,0.591,163.092,240040
She Likes (Bittersweet Love),Forever The Sickest Kids,3KuOAPmWy1sJN4VIVXiPun,0.529,0.958,-2.123,0.0773,0.00674,0.0,0.316,0.59,128.974,169507
Tough Love,Forever The Sickest Kids,08k0RyArHV1g13UjPz0bBy,0.514,0.97,-2.884,0.0918,0.0109,0.0,0.157,0.288,130.027,178520
I Just Wanna Run,The Downtown Fiction,3WLLJzllBEgPiSA0qd3BN3,0.669,0.667,-3.0,0.0511,0.00769,0.0,0.0983,0.69,128.103,199960
Thanks for Nothing,The Downtown Fiction,3bfjqyR6okZEbSDX7LnRAI,0.617,0.963,-3.728,0.0387,0.0051,0.0,0.0747,0.79,132.059,201467
"For Always, Forever",Every Avenue,55BnOdRM23G3nmvcn5Tctz,0.529,0.955,-2.297,0.0619,0.0121,0.0,0.0727,0.675,148.0,210653
Mindset,Every Avenue,1ej2ir5g4uW20gdaK7YoXz,0.628,0.863,-3.235,0.0458,0.0392,0.0,0.319,0.668,129.98,206747
Tell Me I'm A Wreck,Every Avenue,203zTFd1zbfG0fiOG9OREv,0.578,0.76,-2.307,0.0329,0.00188,0.0,0.142,0.7,127.904,219973
Picture Perfect,Every Avenue,78QqYhPq7M41mYXZcwuiQ5,0.53,0.934,-2.103,0.1,0.00161,0.0,0.142,0.739,139.965,175080
Girl Like That,Every Avenue,1WSzpp62T99I7nvakx0b3j,0.649,0.878,-4.511,0.0622,0.00222,0.0,0.272,0.788,143.997,192573
I Forgive You,Every Avenue,2m7U9K40wp98Cpk56eQJkV,0.593,0.915,-2.712,0.0394,0.000627,0.0,0.338,0.732,141.948,200333
"Check Yes, Juliet",We The Kings,0wVluBsVAVzBKrqspuCcwR,0.352,0.912,-4.253,0.0725,0.00197,0.0,0.193,0.351,166.795,220147
Skyway Avenue,We The Kings,3RQFICPJMsBazO66qK808s,0.476,0.885,-3.311,0.0856,0.0421,0.0,0.06,0.629,164.042,205209
Figure Me Out,The Summer Set,2ZPzNY7eheDHSO4ZpK4tSg,0.561,0.655,-3.937,0.0363,0.0121,0.0,0.225,0.421,93.673,197213
Chelsea,The Summer Set,5QINEADMeb3ySesMe7K2da,0.59,0.9,-3.44,0.0448,0.00156,0.0,0.406,0.792,131.984,160373
The Boys You Do (Get Back At You),The Summer Set,17pgWliIeyFRjjU8Zosmro,0.526,0.891,-3.806,0.0414,0.000314,0.0,0.296,0.655,135.037,182160
1985,Bowling For Soup,4UuHWIkAWnN176A2rx7YFB,0.607,0.878,-4.422,0.0665,0.000246,0.0,0.337,0.853,119.955,193000
In Too Deep,Sum 41,1HNE2PX70ztbEl6MLxrpNL,0.568,0.844,-5.875,0.0505,0.000189,0.0,0.0607,0.766,116.046,207093
Over My Head (Better Off Dead),Sum 41,40sl0jG01g4FZkCrBzQhZX,0.44,0.919,-4.462,0.0735,0.00222,0.00503,0.0892,0.773,184.324,149307
Still Waiting,Sum 41,0jqK7sGTLsHPkQrrcrGuKD,0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,191.936,158733
Walking Disaster,Sum 41,7xuhVUJmBpHR276Yc7AsgW,0.279,0.939,-3.085,0.0883,0.00379,0.0,0.145,0.43,111.236,286373
Pretty Fly (For A White Guy),The Offspring,3SFXsFpeGmBTtQvKiwYMDA,0.723,0.895,-3.707,0.102,0.088,0.0,0.0717,0.963,143.373,188667
The Kids Aren't Alright,The Offspring,4EchqUKQ3qAQuRNKmeIpnf,0.523,0.943,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160
Why Don't You Get A Job,The Offspring,0sNKiz82ATCvT3f3XVVUUj,0.766,0.882,-4.478,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,172467
Self Esteem,The Offspring,1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,-7.595,0.0476,0.0204,0.0,0.359,0.706,104.56,257827
Come Out and Play,The Offspring,5JJDu0Z5DKe7mR31MGksSg,0.519,0.77,-8.788,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29,197800
Bad Habit,The Offspring,5tFzUj1jV09bo4wBQWSbDl,0.354,0.73,-7.581,0.0791,0.0251,0.0,0.106,0.383,148.08,223907
Original Prankster,The Offspring,6gfDXAX85YWdVwxpbz0npv,0.664,0.877,-4.251,0.0334,0.000542,2.95e-05,0.284,0.961,146.804,220947
"You're Gonna Go Far, Kid",The Offspring,6TfBA04WJ3X1d1wXhaCFVT,0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115,177827
Last Resort,Papa Roach,5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907
The Reason,Hoobastank,77loZpT5Y5PRP1S451P9Yz,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,232800
Crawling In The Dark,Hoobastank,1PJRDeZSoZk7gtisdTYfLi,0.588,0.927,-4.776,0.113,0.000305,3.83e-05,0.195,0.652,93.571,175227
Running Away,Hoobastank,6xdSzlVVKW3fQidPxBImTG,0.514,0.819,-5.475,0.0418,0.00101,1.67e-06,0.195,0.488,100.4,178440
Headstrong,Trapt,1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570
Kryptonite,3 Doors Down,6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,233933
Here Without You,3 Doors Down,3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994,238733
It's Not My Time,3 Doors Down,3DelzIn0lPwX4PeOJk9zDF,0.529,0.934,-4.808,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,241960
When I'm Gone,3 Doors Down,3WbphvawbMZ8FyqDxYGdSQ,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095,260333
Let Me Be Myself,3 Doors Down,4jiauDAzN0YVic8gwDuxLF,0.495,0.699,-6.107,0.0297,0.00384,1.7e-05,0.113,0.492,153.955,228627
