song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
We Are Family - 1995 Remaster,Sister Sledge,0.695,0.736,-5.268,0.0746,0.718,0.189,0.096,0.12,106.993,2qzDhwaTy9OLnV8B4JaTnV,134579.0,6
September,"Earth, Wind & Fire",0.604,0.498,-9.905,0.0778,0.695,0.000786,0.528,0.733,96.097,0DUyHDBRaxFiXDf6Jhh4JD,207480.0,12
Love Is In The Air,John Paul Young,0.769,0.759,-4.393,0.051,0.0545,0.000628,0.101,0.68,105.993,3Nkqp3NSGWMXVVO08zGpN7,202347.0,16
Love Really Hurts Without You,Billy Ocean,0.714,0.268,-7.546,0.0329,0.722,5.05e-06,0.246,0.332,116.339,44gq8zKiyisjDCKRfcuk3N,300933.0,1
Superstition,Stevie Wonder,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,0GNI8K3VATWBABQFAzBAYe,240707.0,1
Take A Chance On Me,ABBA,0.653,0.492,-6.488,0.0316,0.62,0.0,0.078,0.174,123.87,61gP7MjjJr1cg1LrCZVdwJ,222628.0,1
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.526,0.995,-5.399,0.168,6.94e-05,0.0388,0.237,0.233,94.99,6XIS5CB6zJ1BJZPQfq8zUx,263107.0,15
"You're The First, The Last, My Everything - Single Version",Barry White,0.456,0.59,-8.638,0.0327,0.00182,0.00379,0.104,0.243,124.635,2N2yrmodOnVF10mKvItC9P,283733.0,1
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,0.417,0.172,-14.3,0.0321,0.928,2.48e-05,0.205,0.167,131.969,5SAGveGOe6o2IchtvLIlmd,240947.0,13
Best of My Love,The Emotions,0.796,0.764,-2.948,0.0626,0.000209,0.274,0.144,0.132,142.066,7wQc8LHQueTVPqUDzP6Yvr,182535.0,6
That's the Way (I Like It) - 2004 Remaster,KC & The Sunshine Band,0.445,0.179,-12.938,0.0396,0.952,0.00056,0.107,0.119,72.246,4KlL5Bwlm4yHYxr0B2rHci,193080.0,5
I Want You Back,The Jackson 5,0.528,0.343,-7.62,0.036,0.777,0.0,0.162,0.342,64.879,2nZq5WQOW4FEPxCVTdNGfB,224084.0,5
Hot Stuff,Donna Summer,0.498,0.458,-6.245,0.0274,0.902,0.0,0.111,0.171,94.959,1V527sltMwn3eC3uvPjhZl,243450.0,5
Le Freak - 2018 Remaster,CHIC,0.579,0.223,-22.061,0.0412,0.89,0.848,0.105,0.531,88.809,6EC51OfUhguCbNp5H5SdGm,409640.0,14
Summer Nights - From “Grease”,John Travolta,0.566,0.147,-16.866,0.0817,0.956,0.755,0.115,0.21,183.776,2dNKGg5Nn1JNVH1GRd41bp,79942.0,14
Play That Funky Music,Wild Cherry,0.84,0.811,-3.243,0.0498,0.213,0.0,0.258,0.71,145.025,1N8moY6H0eThviK71VhTzY,190345.0,0
YMCA - Original Version 1978,Village People,0.661,0.823,-4.95,0.0486,0.135,0.0,0.0387,0.768,155.97,4LtufGlc9o8QtbFTp4Q37m,198293.0,3
Highway to Hell,AC/DC,0.666,0.901,-3.947,0.213,0.0928,0.000494,0.324,0.522,145.961,5g4FUTwCTH9WXTV0LFZTgc,174805.0,0
Dancing Queen,ABBA,0.574,0.338,-11.376,0.042,0.845,0.0,0.165,0.493,67.008,4hHbeIIKO5Y5uLyIEbY9Gn,199093.0,11
I Was Made For Lovin' You,KISS,0.387,0.563,-9.069,0.0418,0.342,0.213,0.0921,0.279,129.133,4fRu2ATUIiKB0TdlIPVAop,175612.0,18
Sweet Home Alabama,Lynyrd Skynyrd,0.687,0.0308,-18.632,0.0552,0.811,0.171,0.114,0.484,99.54,5SXO1axFqDgKcAojIHIvNZ,111476.0,13
Hold the Line,TOTO,0.809,0.634,-6.432,0.0833,0.147,1.85e-06,0.532,0.601,154.979,6wxZq37sANWYDJiDN5khyL,512060.0,0
Take It Easy - 2013 Remaster,Eagles,0.571,0.739,-6.11,0.247,0.00865,5.21e-06,0.158,0.66,83.089,4mmkhcEm1Ljy1U9nwtsxUo,221227.0,11
Love Grows (Where My Rosemary Goes),Edison Lighthouse,0.641,0.264,-6.97,0.0364,0.923,0.0,0.0983,0.357,101.18,4NkIYlfobkqS2hALHTIUV9,221419.0,1
Go Your Own Way - 2004 Remaster,Fleetwood Mac,0.561,0.522,-5.857,0.0318,0.227,0.0,0.104,0.238,83.962,2EcsgXlxz99UMDSPg5T8RF,271813.0,11
Stuck In The Middle With You,Stealers Wheel,0.67,0.582,-3.574,0.224,0.3,0.0,0.0845,0.675,181.841,5kHgrRO3hMDPehtH9VhYQc,207467.0,3
Don't Stop 'Til You Get Enough,Michael Jackson,0.618,0.292,-10.826,0.0422,0.756,0.0,0.114,0.486,144.963,4qMu6LIImRJVbxB70bdFJj,211760.0,1
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,0.502,0.861,-4.985,0.0391,0.00104,0.425,0.567,0.217,169.982,3hOXfnyYiJCNBeu60RmxuT,303748.0,4
T.N.T.,AC/DC,0.906,0.596,-10.254,0.0463,0.0988,5.9e-05,0.0561,0.811,98.98,2mQVahe9gsumDmr67neUzb,30946.0,10
The Boys Are Back In Town,Thin Lizzy,0.436,0.141,-13.271,0.0308,0.902,2.81e-06,0.126,0.146,76.64,6jGnykaS6TkWp15utXSAeI,198227.0,5
Burning Love,Elvis Presley,0.601,0.929,-5.866,0.183,0.000381,0.0065,0.0842,0.581,114.983,2USXjj2SqLlTBo44icARQT,366600.0,16
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,285pBltuF7vW8TeWk8hdRR,239836.0,12
Cecilia,Simon & Garfunkel,0.381,0.683,-6.795,0.0354,0.224,1.52e-05,0.244,0.434,111.036,42TtgFndtWMIr0UqJl01HA,194907.0,15
Dancing In The Moonlight,King Harvest,0.762,0.383,-10.098,0.202,0.35,0.0,0.127,0.441,92.947,4dV3okcjbQwTcg4ObIGr4N,134213.0,11
Crocodile Rock,Elton John,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,2vwlzO0Qp8kfEtzTsCXfyE,221360.0,1
Angeleyes,ABBA,0.778,0.547,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,1mKXFLRA179hdOWQBwUk9e,242733.0,11
Don't Stop - 2004 Remaster,Fleetwood Mac,0.398,0.979,-0.331,0.157,0.128,0.0,0.386,0.425,175.907,49QIaKGSkjcx3HAaWXDDQD,204545.0,4
"Take Me Home, Country Roads",John Denver,0.679,0.614,-5.376,0.0418,0.446,0.0,0.117,0.655,121.996,5Vtf9vPlytZ4e6JviqXqC5,182869.0,16
You Sexy Thing,Hot Chocolate,0.515,0.583,-8.182,0.0284,0.749,0.000294,0.123,0.414,116.11,0sCeNwt8xRCMR4NhKpMyBe,333947.0,1
All Right Now,Free,0.546,0.315,-8.532,0.0499,0.734,1.26e-06,0.105,0.139,78.076,5F7dkkzWdHWPpn9zOYu8Ng,260852.0,5
Mamma Mia,ABBA,0.42,0.33,-13.925,0.0275,0.245,0.000679,0.0677,0.175,157.143,1LzNfuep1bnAUR9skqdHCK,295600.0,18
Born to Be Alive - The Original,Patrick Hernandez,0.634,0.69,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988,6OtCIsQZ64Vs1EbzztvAv4,253307.0,11
Da Ya Think I'm Sexy?,Rod Stewart,0.375,0.326,-7.292,0.0277,0.749,0.0,0.107,0.207,139.722,37kFjQMS2T30LtzvXJQwCn,278000.0,18
Long Train Runnin',The Doobie Brothers,0.674,0.731,-5.211,0.133,0.0232,7.99e-06,0.0856,0.507,139.898,47uhrF6IvyE2eUyyfLAEzf,219120.0,6
Sir Duke,Stevie Wonder,0.748,0.79,-10.116,0.0782,0.00238,0.874,0.0798,0.23,110.003,26wBcR6Damyd7l4xGI6DNg,416923.0,7
Daddy Cool,Boney M.,0.633,0.557,-4.917,0.203,0.169,0.0,0.0671,0.623,89.672,1byScELwcJffsdL5QWa6Yk,171096.0,11
Love Train,The O'Jays,0.646,0.483,-7.273,0.0425,0.309,0.0,0.124,0.461,72.46,5C2tIXmumirF4juJNWGGP9,206213.0,11
Move on Up - Single Edit,Curtis Mayfield,0.779,0.455,-15.025,0.28,0.0542,0.0,0.177,0.197,140.181,7zBPzAjKAqQpcv8F8GCq5s,153429.0,1
Let Your Love Flow,The Bellamy Brothers,0.777,0.701,-3.451,0.0293,0.283,0.000191,0.124,0.716,110.978,47362Yh7VtOwx9jSpNssds,208667.0,16
School's Out,Alice Cooper,0.599,0.85,-5.363,0.0383,8.9e-05,0.0105,0.114,0.144,146.292,5dul1E2a6S0Qi68TEn6ONb,233470.0,17
"Can't Get Enough Of Your Love, Babe",Barry White,0.803,0.569,-6.366,0.0705,0.0957,0.0,0.0976,0.26,95.009,2enuUNOuQe22b6LB31bimX,123400.0,6
Take The Money And Run,Steve Miller Band,0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965,2V4bv1fNWfTcyRJKmej6Sj,213293.0,8
Sunny,Boney M.,0.724,0.228,-17.666,0.0715,0.427,0.903,0.249,0.488,154.96,27Go09O7mNthHFd6cVDR8u,148832.0,14
Low Rider,War,0.391,0.594,-6.608,0.0399,0.0537,0.0,0.136,0.438,140.526,0YT1UVqGD6wAWaTVRo0bGY,187729.0,17
Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad,0.491,0.111,-24.287,0.0446,0.957,0.895,0.106,0.268,87.411,2iy7acAvg8SxlMyPuYgX4J,160219.0,2
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,0.51,0.882,-5.659,0.159,0.00158,0.00206,0.0764,0.653,154.029,0AUyNF6iFxMNQsNx2nhtrw,216721.0,3
American Pie,Don McLean,0.417,0.595,-7.84,0.0396,0.158,0.000269,0.101,0.117,147.928,0Zf1BPkkFAWGtVHeBwHHz4,247840.0,18
Young Hearts Run Free,Candi Staton,0.702,0.623,-8.36,0.0417,0.322,0.0,0.0858,0.503,104.974,7ArrTJ1LwcGAlEO65LUQ7i,201198.0,11
Doctor My Eyes,Jackson Browne,0.559,0.335,-10.262,0.0364,0.624,0.0,0.0717,0.162,93.017,6Nukn6WojFMJN6506TZoGV,179354.0,5
It's A Shame,The Spinners,0.803,0.612,-6.27,0.0653,0.196,0.0,0.111,0.48,140.119,28Scc10gOQ5LEeZoj3uqnG,195429.0,6
"Bad, Bad Leroy Brown",Jim Croce,0.718,0.768,-4.522,0.145,0.002,0.449,0.608,0.565,139.916,0BWUe6CyAcJBZMlM0I18gF,187585.0,8
Rivers of Babylon,Boney M.,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,0VgkVdmE4gld66l8iyGjgx,204600.0,6
If You Want Me to Stay,Sly & The Family Stone,0.582,0.507,-9.021,0.0313,0.671,1.21e-06,0.136,0.217,83.019,1zVBU0PAj7ZUVmVfG2pgQG,234640.0,11
Kung Fu Fighting,Carl Douglas,0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607,5CZ40GBx1sQ9agT82CLQCT,229227.0,5
Brown Sugar - 2009 Remaster,The Rolling Stones,0.891,0.74,-6.038,0.111,0.0243,0.41,0.174,0.405,130.058,5wTASNDxe1ysM8QXNIUulp,122000.0,6
Stumblin' In - 2017 Remaster,Chris Norman,0.761,0.614,-11.445,0.0354,0.0439,0.0596,0.0531,0.894,129.637,3GXo1eWlT2flv4x01l5OTu,215627.0,10
Isn't She Lovely,Stevie Wonder,0.454,0.813,-8.527,0.0444,0.034,0.0,0.0755,0.246,99.997,2LWkwN5Kt8mebRFBee4EGX,286773.0,15
ABC,The Jackson 5,0.677,0.497,-5.763,0.0809,0.152,0.0,0.0911,0.419,99.137,0Zbbxnx4SGGHoIow4PpISP,236853.0,11
I Saw the Light - 2015 Remaster,Todd Rundgren,0.734,0.464,-11.389,0.0597,0.349,0.078,0.0952,0.171,122.002,1Q2gUmvHoPeLuPi7WPq8lP,169426.0,1
Heart Of Glass,Blondie,0.76,0.743,-4.788,0.136,0.0448,0.0,0.14,0.483,129.999,7hPAypuGogie4JakdDHSgN,223422.0,6
Rasputin - Single Version,Boney M.,0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,1AWQoqb9bSvzTjaLralEkT,267267.0,16
Got to Be Real,Cheryl Lynn,0.737,0.742,-2.875,0.0441,0.218,0.0,0.316,0.386,119.966,7uYgVgRSgqluZclLS7wpp4,258000.0,0
Rock the Boat,Hues Corporation,0.721,0.51,-12.31,0.0655,0.0572,0.0,0.0908,0.483,122.018,1yrnKwnPpxUmyjXxz7U2O4,203466.0,10
Lowdown,Boz Scaggs,0.522,0.847,-4.109,0.114,0.00941,0.0,0.114,0.685,156.957,636bDWX6FLvHzUgD7Y5Vsa,189813.0,3
I Wish,Stevie Wonder,0.785,0.671,-5.892,0.0328,0.295,0.0,0.161,0.408,120.078,00mh8Tn9ce8t4ZaRMtbMcl,178125.0,6
Tragedy,Bee Gees,0.771,0.518,-7.582,0.0404,0.806,2.48e-05,0.104,0.277,79.997,0IrtQ83z9jylZaLEJK2eoy,210354.0,11
Lookin' Out My Back Door,Creedence Clearwater Revival,0.655,0.404,-8.119,0.0346,0.235,0.0,0.101,0.0699,119.937,5I9NM6z74TFF5BoJbBVW7v,199885.0,1
Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley,0.826,0.436,-9.583,0.0558,0.441,0.615,0.0964,0.272,119.051,7ueP5u2qkdZbIPN2YA6LR0,259093.0,14
Video Killed The Radio Star,The Buggles,0.447,0.884,-3.664,0.0396,7.68e-05,0.0,0.278,0.353,147.865,2brhiWnkdigEpmyWuPTefP,192827.0,4
We Go Together - From “Grease”,John Travolta,0.403,0.926,-3.809,0.114,0.0657,4.89e-05,0.265,0.433,149.991,0opytIFlE6c6Xdrl0vRGjy,235200.0,4
Ma Baker,Boney M.,0.798,0.625,-9.689,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,6kWJvPfC4DgUpRsXKNa9z9,211213.0,16
Get It On,T. Rex,0.556,0.343,-6.171,0.0277,0.715,0.0,0.11,0.358,101.757,6qBZ8TaLDeCPQGWxm3Rq4h,214833.0,11
You Don't Mess Around with Jim,Jim Croce,0.646,0.576,-7.827,0.071,0.449,0.0,0.342,0.375,149.821,2OZNEa3tW5HKAaAQqnJope,185600.0,12
Shining Star,"Earth, Wind & Fire",0.862,0.624,-11.63,0.0565,0.0192,0.000153,0.0465,0.882,124.896,3yDhZq8f17SmumVmEyCaRN,254240.0,10
Smoke On The Water - Remastered 2012,Deep Purple,0.575,0.909,-3.051,0.072,0.15,5.04e-05,0.0782,0.838,94.194,2BI2uIvvcOsWd3sm11K52Q,153280.0,16
Grease - From “Grease”,Frankie Valli,0.681,0.208,-15.208,0.0494,0.918,0.908,0.13,0.414,149.925,6Mr78lzlTOS3CVpdYvXiem,137523.0,14
War,Edwin Starr,0.399,0.326,-9.239,0.0386,0.864,0.0,0.191,0.546,79.206,6Rqn2GFlmvmV4w9Ala0I1e,174000.0,5
She's A Lady,Tom Jones,0.536,0.612,-5.847,0.272,0.119,0.0,0.209,0.57,86.768,7DFnq8FYhHMCylykf6ZCxA,229040.0,11
Shambala - Single Version,Three Dog Night,0.631,0.609,-7.394,0.0886,0.565,0.0,0.635,0.38,119.636,7tTRP2vA00uScZ4SjB3ZQZ,198351.0,8
Peg,Steely Dan,0.588,0.694,-4.278,0.0387,0.00948,0.0,0.113,0.271,126.027,4VySpxhRGy32u5zPCprzDn,256613.0,15
Go All The Way,Raspberries,0.792,0.779,-6.199,0.344,0.324,1.21e-06,0.194,0.67,113.884,6PbdyE15w4Wfen7UNwo3cE,218673.0,16
Rose Garden,Lynn Anderson,0.803,0.338,-14.029,0.0349,0.196,0.038,0.097,0.912,106.841,6PgVDY8GTkxF3GmhVGPzoB,155707.0,10
He's the Greatest Dancer - 1995 Remaster,Sister Sledge,0.525,0.652,-7.042,0.28,0.278,0.0,0.339,0.602,127.673,5qrzhg9Fmu8Amg2uMhHfe5,337640.0,0
"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.298,0.327,-16.515,0.031,0.00834,0.86,0.0724,0.454,175.898,2uMqG8w8oi09fB2YA2QLOm,257867.0,14
Please Mr. Postman,Carpenters,0.652,0.546,-6.497,0.0264,0.666,2.28e-06,0.112,0.264,99.03,5X4tAxxNC5XaSgcIW3xhj7,226847.0,11
You Make Me Feel (Mighty Real),Sylvester,0.425,0.687,-6.012,0.0417,0.000319,2.85e-06,0.11,0.186,113.242,6SMSr1pj2b2jHTm7t2dsu9,279040.0,15
Jungle Boogie,Kool & The Gang,0.441,0.123,-20.419,0.134,0.767,0.0,0.427,0.445,124.669,7imeq3a7WVP7K5MGXX8E6W,94893.0,13
Nothing From Nothing,Billy Preston,0.313,0.0437,-22.627,0.0315,0.989,0.148,0.209,0.0625,100.827,1CTex49P0iWwzUGsMNjgaV,192867.0,13
One Way Ticket,Eruption,0.59,0.355,-14.051,0.0352,0.48,0.0,0.0585,0.499,133.03,0FD8KMG4pHp0O9clTpChjp,216773.0,1
Bad Girls,Donna Summer,0.788,0.842,-6.77,0.0323,0.0631,0.0,0.341,0.644,133.287,6IRH3huPDGMpM6jErDftuz,236667.0,0
Shake Your Groove Thing,Peaches & Herb,0.61,0.941,-2.701,0.0451,0.014,0.0269,0.271,0.538,86.977,5LVIGEqe8rPrqAF6mUj5yd,281492.0,15
I Love to Love,Tina Charles,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790.0,16
Love Is The Drug,Roxy Music,0.526,0.785,-6.334,0.0305,0.000722,0.00174,0.1,0.0621,130.961,5HPj0yTUFEFNia8SWgjq46,341280.0,17
Love Rollercoaster,Ohio Players,0.827,0.49,-10.955,0.164,0.453,2.84e-06,0.0412,0.227,106.968,3NNPXSLp2aHYY8sD4q9Mhe,259918.0,6
Right Place Wrong Time,Dr. John,0.595,0.839,-4.67,0.0317,0.0598,0.0,0.0796,0.375,120.021,6o8nlObTTYYQWaB79M6AiG,229880.0,15
Don't Leave Me This Way (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,0.744,0.71,-6.147,0.0313,0.0824,0.711,0.0939,0.529,124.023,6xKeiXh4iytlZapeB1beNZ,318973.0,9
Give Up The Funk (Tear The Roof Off The Sucker),Parliament,0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,02shCNmb6IvgB5jLqKjtkK,208562.0,15
Right Back Where We Started From,Maxine Nightingale,0.386,0.075,-14.124,0.0348,0.985,0.904,0.0869,0.23,96.76,2FnTwpi1PdHLjgHv4XQEFn,372787.0,14
Red Light Spells Danger,Billy Ocean,0.958,0.481,-8.903,0.502,0.214,0.0,0.0753,0.114,105.034,6lshxXh8gQu0GTTXRyHijY,116347.0,6
The Tears Of A Clown,Smokey Robinson & The Miracles,0.794,0.79,-3.855,0.0599,0.144,0.0,0.0893,0.577,91.984,7rknFhrVDyxzTJkPSf7LoW,307547.0,16
Back Stabbers,The O'Jays,0.441,0.934,-6.766,0.0482,0.0395,0.96,0.15,0.374,109.98,1YtHpYEbbfQQIyxXkdxEoW,169715.0,7
The Bitch Is Back,Elton John,0.8,0.742,-6.21,0.0968,0.0305,7.98e-05,0.192,0.401,128.078,0CW7rRkUR71iI0jDvDZt24,245707.0,6
Don't Let Me Be Misunderstood,Santa Esmeralda,0.786,0.63,-6.456,0.301,0.358,0.00306,0.176,0.749,190.017,4l0O19WwpjzbDGkdFtkQ6W,271105.0,3
"That Lady, Pts. 1 & 2",The Isley Brothers,0.299,0.0656,-18.002,0.0553,0.944,1.89e-05,0.0943,0.115,170.381,4DhKyhfimIJU6k4gvme5wA,191213.0,18
Lady Marmalade,LaBelle,0.407,0.934,-1.476,0.0398,4.07e-05,0.0,0.171,0.387,97.858,1M350tR7eQcGYj46sbRM1E,201000.0,15
You Should Be Dancing,Bee Gees,0.64,0.758,-5.333,0.192,0.257,0.0,0.82,0.797,172.066,4aCk50WpvliyFaoRlOe8IM,222209.0,8
Hollywood Swinging,Kool & The Gang,0.492,0.873,-3.193,0.0392,0.0104,0.0,0.0895,0.229,91.078,04ZzbJOLBEhaf8PVQuH96u,211600.0,15
Boogie Nights,Heatwave,0.379,0.104,-20.196,0.0372,0.904,7.19e-06,0.0986,0.163,135.076,514uYG5U4eKpKbCVmMJ5On,231111.0,13
Oliver's Army,Elvis Costello & The Attractions,0.627,0.213,-12.634,0.0349,0.877,0.0,0.204,0.18,92.054,3hOWsTM9OpI6c72iQHP4EB,199463.0,13
Boogie Oogie Oogie - Remastered 2004,A Taste Of Honey,0.0992,0.0249,-20.744,0.0427,0.509,0.805,0.0831,0.0364,82.834,0PiKaKQ6gtovR4DtVg8aNn,302987.0,2
Rock Me Gently,Andy Kim,0.736,0.62,-8.481,0.11,0.0577,0.692,0.318,0.959,150.026,3BJiF37kmX4HCfYSO7qBnQ,201990.0,9
And the Beat Goes On,The Whispers,0.759,0.636,-6.387,0.0473,0.0386,0.000117,0.643,0.921,120.019,7sUTbNjYpJkUhICiLEoYdf,179852.0,8
Nutbush City Limits,Ike & Tina Turner,0.514,0.387,-8.46,0.245,0.807,0.0,0.0999,0.651,181.096,2fYmTqgGhRxe8yBppRMUXA,200627.0,18
In the Navy - Original Version 1979,Village People,0.619,0.714,-5.39,0.118,0.0284,0.0,0.273,0.432,109.949,7zPAsqqz9M5qcpG42YUiug,216017.0,15
Travelin' Band,Creedence Clearwater Revival,0.384,0.561,-10.059,0.0296,0.373,0.253,0.0775,0.159,136.136,2JuasWPUodaUxf5nwNpciQ,259200.0,18
I'm Gonna Love You Just A Little More Baby,Barry White,0.605,0.667,-5.445,0.0279,0.106,0.0,0.178,0.26,134.999,5TsrhifqosHBOAiqPYBXgZ,211762.0,6
If You Can't Give Me Love - 2017 Remaster,Suzi Quatro,0.535,0.762,-5.86,0.0647,0.0152,0.000106,0.117,0.743,151.93,0XnW165pKtd0EMY8Hepw5X,222507.0,3
For the Love of Money,The O'Jays,0.478,0.504,-6.91,0.0305,0.162,0.0,0.119,0.309,86.048,57m2Kve0xnAgYVAPxMLKHS,168547.0,5
Jet Airliner,Steve Miller Band,0.412,0.441,-11.523,0.291,0.0296,0.0726,0.306,0.174,185.571,2vPTtiR7x7T6Lr17CE2FAE,319467.0,18
Clean up Woman,Betty Wright,0.769,0.804,-6.108,0.0313,0.0485,0.817,0.099,0.612,125.006,0VRRRETDAp4aubJJAlhXjH,369683.0,9
I Want Your Love - 2018 Remaster,CHIC,0.379,0.941,-2.919,0.0975,0.000967,0.000109,0.442,0.461,169.606,317W3px20aE14rvh6s1vXm,312109.0,4
Heaven Must Be Missing An Angel - Pt. 1,Tavares,0.64,0.525,-8.068,0.0904,0.505,0.0,0.102,0.65,138.725,4dNuWYZhWK0QhLUjQLGRkE,113474.0,10
The Ballroom Blitz,Sweet,0.791,0.818,-5.375,0.194,0.00926,0.306,0.0944,0.672,175.013,0SPZEidOfLsgLBvXLaFRrY,153582.0,3
I Wanna Be Your Lover,Prince,0.56,0.825,-3.862,0.0379,0.323,0.0,0.161,0.268,94.931,4w1lzcaoZ1IC2K5TwjalRP,237493.0,15
I Feel Love,Donna Summer,0.243,0.0325,-23.379,0.0454,0.992,0.879,0.108,0.0404,74.26,2ml2xRwuFLv7NtDPzyssfL,237960.0,2
Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,0.644,0.0684,-15.789,0.0621,0.966,3.2e-06,0.311,0.393,128.674,5dVFF9IrNcPoBKAviJcKC1,314500.0,13
Sing a Song,"Earth, Wind & Fire",0.821,0.385,-10.267,0.262,0.0673,0.0764,0.125,0.222,170.009,05tyUBMuPO6nuy32MhnQUS,169412.0,1
Pick up the Pieces,Average White Band,0.404,0.948,-4.206,0.0855,0.000127,0.00166,0.106,0.172,140.05,3KuJpxs4ks4wy5r0v9p7G2,268110.0,17
Car Wash - Long Version,Rose Royce,0.657,0.674,-5.094,0.102,0.343,0.00243,0.104,0.298,85.955,3Dd8kupwJQDLPzcExJY16q,242573.0,11
Loves Me Like a Rock,Paul Simon,0.658,0.523,-13.525,0.0505,0.478,0.000334,0.182,0.46,106.951,6qjYBkoKcMRjQkVfwDU2Te,190347.0,11
"(Shake, Shake, Shake) Shake Your Booty",KC & The Sunshine Band,0.751,0.394,-6.56,0.0519,0.39,0.0,0.121,0.12,135.896,15jMztFtJ1mFFJ11SZvHHZ,227097.0,1
I Love Music,The O'Jays,0.427,0.201,-13.044,0.0317,0.745,0.263,0.109,0.0668,105.218,4gHnSNHs8RyVukKoWdS99f,232147.0,5
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,0.44,0.957,-2.84,0.068,0.000762,0.00566,0.0854,0.105,173.939,2yW5BrN8RFtTG6lrzM1sOA,287227.0,17
Physical - Remastered 2021,Olivia Newton-John,0.428,0.247,-19.234,0.0334,0.474,0.0545,0.25,0.281,124.177,6Hb6InVwoIsTgjww56qPOp,400293.0,13
Time After Time,Cyndi Lauper,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,06KyNuuMOX1ROXRhj787tj,217707.0,11
Take on Me,a-ha,0.451,0.948,-0.74,0.147,0.255,0.0,0.392,0.295,176.985,2qugfmw9Hi27DyIo2gite4,192447.0,4
"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,0.396,0.535,-11.09,0.0411,0.889,0.00678,0.116,0.435,146.416,2Ck6gblyk3UFCVPTh8o3TN,253013.0,18
Every Breath You Take,The Police,0.764,0.626,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,118.34,0J2p4KYdr6Mg4ET6JPlbe1,252853.0,10
Karma Chameleon - Remastered 2002,Culture Club,0.364,0.935,-6.548,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,3jagGO7eHHuaD53ibehkux,228587.0,7
Billie Jean,Michael Jackson,0.636,0.749,-4.197,0.0631,0.195,0.0,0.107,0.653,117.904,3IxMaULfjq4IT2IN6v54PB,174936.0,16
"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,0.718,0.795,-3.978,0.142,0.223,0.0,0.12,0.292,130.77,7hdw5gAGMyyn9z0XgfTv1j,183827.0,6
Summer Of '69,Bryan Adams,0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,1yjY7rpaAQvKwpdUliHx0d,216013.0,3
Let's Groove,"Earth, Wind & Fire",0.623,0.388,-8.712,0.0881,0.384,0.000285,0.109,0.387,133.972,6pdIwUDwQzoz9ENNsPKqDM,304147.0,1
I'm Still Standing,Elton John,0.797,0.884,-7.339,0.0558,0.0185,0.891,0.0741,0.555,128.988,1hdg5jyymn9UVOoqi9FY9o,234448.0,9
What's Love Got to Do with It,Tina Turner,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,0JXXNGljqupsJaZsgSbMZV,195373.0,11
All Night Long (All Night) - Single Version,Lionel Richie,0.636,0.355,-7.047,0.0665,0.794,0.0,0.374,0.738,99.295,78loPG2VNA0Lg0vjumMfeD,231583.0,12
Girls Just Want to Have Fun,Cyndi Lauper,0.923,0.562,-7.357,0.304,0.0213,0.0,0.0726,0.499,144.067,4CYTQpr2jc4uBScYvpEK2w,153333.0,6
Xanadu,Olivia Newton-John,0.445,0.2,-11.909,0.105,0.47,0.00302,0.282,0.294,214.949,5UMwy3KvFdm4NjY22b4Ff1,144349.0,18
Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,0.607,0.536,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,10M2Ex445zw585Ducldzkw,224853.0,1
